measurement_id,trial_id,strategy,liquid,volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,duration_s,timestamp,replicate_id,deviation_individual_pct,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_blowout_vol,hardware_parameters_pre_asp_air_vol,metadata_replicate,metadata_volume,metadata_elapsed_s,metadata_start_time,metadata_end_time,metadata_target_volume_mL,metadata_measured_volume_uL,metadata_target_volume_uL,metadata_aspirate_speed,metadata_dispense_speed,metadata_aspirate_wait_time,metadata_dispense_wait_time,metadata_pre_asp_air_vol,metadata_retract_speed,metadata_blowout_vol,metadata_post_asp_air_vol,metadata_post_retract_wait_time,metadata_overaspirate_vol,metadata_retry_count
measurement_1769125393911634_1,trial_5,screening,agar_water_refill,0.05,50.0,0.046633663366336994,46.633663366337,38.18539349967614,1769125393.9116347,1,6.7326732673260175,0.0048000000000000004,15,6,11.700000000000001,0.133,0.12,1,0.046633663366336994,38.18539349967614,2026-01-22T18:42:35.723476,2026-01-22T18:43:13.910871,0.05,46.633663366337,50.0,15,6,11.700000000000001,1.5,0.12,5.0,0.133,0.0,0.0,0.0048000000000000004,0
measurement_1769125595569722_1,trial_6,screening,agar_water_refill,0.05,50.0,0.04455445544554448,44.554455445544484,201.64300760021433,1769125595.5697224,1,10.89108910891104,0.0019,30,34,5.2,0.261,0.23600000000000002,1,0.04455445544554448,201.64300760021433,2026-01-22T18:43:13.927680,2026-01-22T18:46:35.569722,0.05,44.554455445544484,50.0,30,34,5.2,1.5,0.23600000000000002,5.0,0.261,0.0,0.0,0.0019,0
measurement_1769125643496191_1,trial_7,screening,agar_water_refill,0.05,50.0,0.04194059405940633,41.94059405940633,47.91480050003156,1769125643.4961917,1,16.11881188118734,0.0007,16,12,18.900000000000002,0.17500000000000002,0.193,1,0.04194059405940633,47.91480050003156,2026-01-22T18:46:35.587537,2026-01-22T18:47:23.496191,0.05,41.94059405940633,50.0,16,12,18.900000000000002,1.5,0.193,5.0,0.17500000000000002,0.0,0.0,0.0007,0
measurement_1769125686141394_1,trial_8,screening,agar_water_refill,0.05,50.0,0.051306930693070386,51.306930693070385,42.61718560010195,1769125686.141394,1,2.6138613861407674,0.0074,22,27,3.0,0.068,0.013000000000000001,1,0.051306930693070386,42.61718560010195,2026-01-22T18:47:23.523125,2026-01-22T18:48:06.140099,0.05,51.306930693070385,50.0,22,27,3.0,1.5,0.013000000000000001,5.0,0.068,0.0,0.0,0.0074,0
measurement_1769125728330351_1,trial_8,screening,agar_water_refill,0.05,50.0,0.053168316831684125,53.16831683168412,42.18997810035944,1769125728.3303509,1,6.336633663368244,0.0074,22,27,3.0,0.068,0.013000000000000001,1,0.053168316831684125,42.18997810035944,2026-01-22T18:48:06.141394,2026-01-22T18:48:48.330350,0.05,53.16831683168412,50.0,22,27,3.0,1.5,0.013000000000000001,5.0,0.068,0.0,0.0,0.0074,0
measurement_1769125770338561_1,trial_8,screening,agar_water_refill,0.05,50.0,0.05112871287128616,51.12871287128616,42.00407540006563,1769125770.338561,1,2.2574257425723165,0.0074,22,27,3.0,0.068,0.013000000000000001,1,0.05112871287128616,42.00407540006563,2026-01-22T18:48:48.330350,2026-01-22T18:49:30.338561,0.05,51.12871287128616,50.0,22,27,3.0,1.5,0.013000000000000001,5.0,0.068,0.0,0.0,0.0074,0
measurement_1769125811350104_1,trial_9,screening,agar_water_refill,0.05,50.0,0.04748514851485127,47.48514851485127,40.990959600079805,1769125811.3501043,1,5.029702970297464,0.007,11,16,7.4,0.217,0.056,1,0.04748514851485127,40.990959600079805,2026-01-22T18:49:30.360162,2026-01-22T18:50:11.350104,0.05,47.48514851485127,50.0,11,16,7.4,1.5,0.056,5.0,0.217,0.0,0.0,0.007,0
measurement_1769125851919668_1,trial_9,screening,agar_water_refill,0.05,50.0,0.04683168316831673,46.83168316831673,40.56641469988972,1769125851.9196684,1,6.33663366336655,0.007,11,16,7.4,0.217,0.056,1,0.04683168316831673,40.56641469988972,2026-01-22T18:50:11.350104,2026-01-22T18:50:51.919668,0.05,46.83168316831673,50.0,11,16,7.4,1.5,0.056,5.0,0.217,0.0,0.0,0.007,0
measurement_1769125892720981_1,trial_9,screening,agar_water_refill,0.05,50.0,0.04918811881188157,49.18811881188157,40.794810000341386,1769125892.7209818,1,1.6237623762368618,0.007,11,16,7.4,0.217,0.056,1,0.04918811881188157,40.794810000341386,2026-01-22T18:50:51.926651,2026-01-22T18:51:32.720981,0.05,49.18811881188157,50.0,11,16,7.4,1.5,0.056,5.0,0.217,0.0,0.0,0.007,0
measurement_1769125943916585_1,trial_10,screening,agar_water_refill,0.05,50.0,0.04207920792079074,42.07920792079074,51.17386920005083,1769125943.9165852,1,15.84158415841852,0.0004,26,24,10.9,0.028,0.151,1,0.04207920792079074,51.17386920005083,2026-01-22T18:51:32.743379,2026-01-22T18:52:23.916585,0.05,42.07920792079074,50.0,26,24,10.9,1.5,0.151,5.0,0.028,0.0,0.0,0.0004,0
measurement_1769125987313040_1,trial_11,calibration,agar_water_refill,0.05,50.0,0.046415841584159984,46.415841584159985,43.388906999956816,1769125987.3130405,1,7.1683168316800385,0.006500000000000001,19,30,0.0,0.006,0.101,1,0.046415841584159984,43.388906999956816,2026-01-22T18:52:23.923895,2026-01-22T18:53:07.311787,0.05,46.415841584159985,50.0,19,30,0.0,1.5,0.101,5.0,0.006,0.0,0.0,0.006500000000000001,0
measurement_1769126030904371_1,trial_12,calibration,agar_water_refill,0.05,50.0,0.05029702970297091,50.29702970297091,43.587855000048876,1769126030.9043717,1,0.5940594059418158,0.01158415841584002,19,30,0.0,0.006,0.101,1,0.05029702970297091,43.587855000048876,2026-01-22T18:53:07.314855,2026-01-22T18:53:50.903203,0.05,50.29702970297091,50.0,19,30,0.0,1.5,0.101,5.0,0.006,0.0,0.0,0.01158415841584002,0
measurement_1769126073521594_1,trial_13,optimization,agar_water_refill,0.05,50.0,0.04887128712871294,48.87128712871294,33.02685150038451,1769126073.5215948,1,2.257425742574121,0.0073,18,8,5.300000000000001,0.126,0.02,1,0.04887128712871294,33.02685150038451,2026-01-22T18:54:00.494048,2026-01-22T18:54:33.520395,0.05,48.87128712871294,50.0,18,8,5.300000000000001,1.5,0.02,5.0,0.126,0.0,0.0,0.0073,0
measurement_1769126106658790_1,trial_13,optimization,agar_water_refill,0.05,50.0,0.04954455445544475,49.54455445544475,33.135499299969524,1769126106.6587908,1,0.9108910891105076,0.0073,18,8,5.300000000000001,0.126,0.02,1,0.04954455445544475,33.135499299969524,2026-01-22T18:54:33.523703,2026-01-22T18:55:06.658790,0.05,49.54455445544475,50.0,18,8,5.300000000000001,1.5,0.02,5.0,0.126,0.0,0.0,0.0073,0
measurement_1769126139542494_1,trial_13,optimization,agar_water_refill,0.05,50.0,0.05118811881188148,51.18811881188148,32.880572500173,1769126139.5424943,1,2.376237623762961,0.0073,18,8,5.300000000000001,0.126,0.02,1,0.05118811881188148,32.880572500173,2026-01-22T18:55:06.661251,2026-01-22T18:55:39.542076,0.05,51.18811881188148,50.0,18,8,5.300000000000001,1.5,0.02,5.0,0.126,0.0,0.0,0.0073,0
measurement_1769126187726057_1,trial_14,optimization,agar_water_refill,0.05,50.0,0.048019801980198666,48.019801980198665,37.73178429994732,1769126187.7260578,1,3.9603960396026734,0.0058000000000000005,11,17,2.6,0.138,0.0,1,0.048019801980198666,37.73178429994732,2026-01-22T18:55:49.993572,2026-01-22T18:56:27.724587,0.05,48.019801980198665,50.0,11,17,2.6,1.5,0.0,5.0,0.138,0.0,0.0,0.0058000000000000005,0
measurement_1769126224528655_1,trial_14,optimization,agar_water_refill,0.05,50.0,0.05019801980198105,50.19801980198105,36.80043140007183,1769126224.5286558,1,0.3960396039620895,0.0058000000000000005,11,17,2.6,0.138,0.0,1,0.05019801980198105,36.80043140007183,2026-01-22T18:56:27.728166,2026-01-22T18:57:04.528656,0.05,50.19801980198105,50.0,11,17,2.6,1.5,0.0,5.0,0.138,0.0,0.0,0.0058000000000000005,0
measurement_1769126261321307_1,trial_14,optimization,agar_water_refill,0.05,50.0,0.048970297029702806,48.970297029702806,36.789793899748474,1769126261.3213074,1,2.0594059405943943,0.0058000000000000005,11,17,2.6,0.138,0.0,1,0.048970297029702806,36.789793899748474,2026-01-22T18:57:04.530744,2026-01-22T18:57:41.321307,0.05,48.970297029702806,50.0,11,17,2.6,1.5,0.0,5.0,0.138,0.0,0.0,0.0058000000000000005,0
measurement_1769126303706259_1,trial_15,optimization,agar_water_refill,0.05,50.0,0.051861386138611534,51.861386138611536,29.71340009989217,1769126303.7062593,1,3.722772277223063,0.0086,16,14,2.0,0.134,0.018000000000000002,1,0.051861386138611534,29.71340009989217,2026-01-22T18:57:53.992668,2026-01-22T18:58:23.705032,0.05,51.861386138611536,50.0,16,14,2.0,1.5,0.018000000000000002,5.0,0.134,0.0,0.0,0.0086,0
measurement_1769126334673447_1,trial_15,optimization,agar_water_refill,0.05,50.0,0.05198019801980043,51.98019801980043,30.97894229972735,1769126334.6734476,1,3.9603960396008553,0.0086,16,14,2.0,0.134,0.018000000000000002,1,0.05198019801980043,30.97894229972735,2026-01-22T18:58:23.707126,2026-01-22T18:58:54.673447,0.05,51.98019801980043,50.0,16,14,2.0,1.5,0.018000000000000002,5.0,0.134,0.0,0.0,0.0086,0
measurement_1769126364335936_1,trial_15,optimization,agar_water_refill,0.05,50.0,0.051485148514851094,51.48514851485109,29.645833699963987,1769126364.335936,1,2.970297029702182,0.0086,16,14,2.0,0.134,0.018000000000000002,1,0.051485148514851094,29.645833699963987,2026-01-22T18:58:54.689159,2026-01-22T18:59:24.334789,0.05,51.48514851485109,50.0,16,14,2.0,1.5,0.018000000000000002,5.0,0.134,0.0,0.0,0.0086,0
measurement_1769126403120346_1,trial_16,optimization,agar_water_refill,0.05,50.0,0.04999999999999955,49.99999999999955,29.290714299771935,1769126403.1203463,1,9.020562075079397e-13,0.0064,10,5,4.5,0.139,0.0,1,0.04999999999999955,29.290714299771935,2026-01-22T18:59:33.828302,2026-01-22T19:00:03.120346,0.05,49.99999999999955,50.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.0064,0
measurement_1769126432905447_1,trial_16,optimization,agar_water_refill,0.05,50.0,0.04938613861386307,49.38613861386307,29.783002499956638,1769126432.9054472,1,1.2277227722738704,0.0064,10,5,4.5,0.139,0.0,1,0.04938613861386307,29.783002499956638,2026-01-22T19:00:03.122660,2026-01-22T19:00:32.905447,0.05,49.38613861386307,50.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.0064,0
measurement_1769126462720481_1,trial_16,optimization,agar_water_refill,0.05,50.0,0.049762376237623515,49.76237623762351,29.812974500004202,1769126462.7204819,1,0.47524752475297527,0.0064,10,5,4.5,0.139,0.0,1,0.049762376237623515,29.812974500004202,2026-01-22T19:00:32.907059,2026-01-22T19:01:02.720481,0.05,49.76237623762351,50.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.0064,0
measurement_1769126504745910_1,trial_17,optimization,agar_water_refill,0.05,50.0,0.04712871287128809,47.128712871288094,30.92969619994983,1769126504.7459102,1,5.7425742574238186,0.0057,10,5,3.3000000000000003,0.176,0.105,1,0.04712871287128809,30.92969619994983,2026-01-22T19:01:13.815043,2026-01-22T19:01:44.745173,0.05,47.128712871288094,50.0,10,5,3.3000000000000003,1.5,0.105,5.0,0.176,0.0,0.0,0.0057,0
measurement_1769126534505983_1,trial_17,optimization,agar_water_refill,0.05,50.0,0.049108910891090735,49.10891089109074,29.758868699893355,1769126534.5059836,1,1.7821782178185364,0.0057,10,5,3.3000000000000003,0.176,0.105,1,0.049108910891090735,29.758868699893355,2026-01-22T19:01:44.747797,2026-01-22T19:02:14.505983,0.05,49.10891089109074,50.0,10,5,3.3000000000000003,1.5,0.105,5.0,0.176,0.0,0.0,0.0057,0
measurement_1769126564114477_1,trial_17,optimization,agar_water_refill,0.05,50.0,0.04920792079207884,49.207920792078845,29.604897999670357,1769126564.1144779,1,1.584158415842321,0.0057,10,5,3.3000000000000003,0.176,0.105,1,0.04920792079207884,29.604897999670357,2026-01-22T19:02:14.505983,2026-01-22T19:02:44.113157,0.05,49.207920792078845,50.0,10,5,3.3000000000000003,1.5,0.105,5.0,0.176,0.0,0.0,0.0057,0
measurement_1769126607295192_1,trial_18,optimization,agar_water_refill,0.05,50.0,0.05039603960396078,50.39603960396078,32.30149579979479,1769126607.2951925,1,0.7920792079215561,0.007,14,14,5.5,0.097,0.0,1,0.05039603960396078,32.30149579979479,2026-01-22T19:02:54.993175,2026-01-22T19:03:27.293868,0.05,50.39603960396078,50.0,14,14,5.5,1.5,0.0,5.0,0.097,0.0,0.0,0.007,0
measurement_1769126639708884_1,trial_18,optimization,agar_water_refill,0.05,50.0,0.05089108910891188,50.89108910891188,32.416522100102156,1769126639.7088845,1,1.7821782178237544,0.007,14,14,5.5,0.097,0.0,1,0.05089108910891188,32.416522100102156,2026-01-22T19:03:27.295899,2026-01-22T19:03:59.708884,0.05,50.89108910891188,50.0,14,14,5.5,1.5,0.0,5.0,0.097,0.0,0.0,0.007,0
measurement_1769126671698749_1,trial_18,optimization,agar_water_refill,0.05,50.0,0.05009900990099118,50.09900990099118,31.983288699761033,1769126671.6987495,1,0.19801980198234925,0.007,14,14,5.5,0.097,0.0,1,0.05009900990099118,31.983288699761033,2026-01-22T19:03:59.708884,2026-01-22T19:04:31.698749,0.05,50.09900990099118,50.0,14,14,5.5,1.5,0.0,5.0,0.097,0.0,0.0,0.007,0
measurement_1769126714308132_1,trial_19,optimization,agar_water_refill,0.05,50.0,0.05099009900989999,50.990099009899986,30.714098499622196,1769126714.308132,1,1.9801980197999698,0.008,10,5,6.0,0.114,0.0,1,0.05099009900989999,30.714098499622196,2026-01-22T19:04:43.594115,2026-01-22T19:05:14.308131,0.05,50.990099009899986,50.0,10,5,6.0,1.5,0.0,5.0,0.114,0.0,0.0,0.008,0
measurement_1769126747700728_1,trial_19,optimization,agar_water_refill,0.05,50.0,0.05099009900989999,50.990099009899986,33.389667799696326,1769126747.7007282,1,1.9801980197999698,0.008,10,5,6.0,0.114,0.0,1,0.05099009900989999,33.389667799696326,2026-01-22T19:05:14.311551,2026-01-22T19:05:47.700728,0.05,50.990099009899986,50.0,10,5,6.0,1.5,0.0,5.0,0.114,0.0,0.0,0.008,0
measurement_1769126778325033_1,trial_19,optimization,agar_water_refill,0.05,50.0,0.04970297029702994,49.70297029702994,30.621675400063396,1769126778.3250332,1,0.5940594059401227,0.008,10,5,6.0,0.114,0.0,1,0.04970297029702994,30.621675400063396,2026-01-22T19:05:47.703425,2026-01-22T19:06:18.325033,0.05,49.70297029702994,50.0,10,5,6.0,1.5,0.0,5.0,0.114,0.0,0.0,0.008,0
measurement_1769126808142355_1,trial_20,calibration,agar_water_refill,0.025,25.0,0.02794059405940695,27.94059405940695,29.793417299631983,1769126808.1423557,1,11.762376237627798,0.0064,10,5,4.5,0.139,0.0,1,0.02794059405940695,29.793417299631983,2026-01-22T19:06:18.344311,2026-01-22T19:06:48.142355,0.025,27.94059405940695,25.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.0064,0
measurement_1769126837111042_1,trial_21,calibration,agar_water_refill,0.025,25.0,0.024693069306931534,24.693069306931534,28.964339600410312,1769126837.1110425,1,1.2277227722738704,0.0027094059405930507,10,5,4.5,0.139,0.0,1,0.024693069306931534,28.964339600410312,2026-01-22T19:06:48.146431,2026-01-22T19:07:17.110059,0.025,24.693069306931534,25.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.0027094059405930507,0
measurement_1769126866518987_1,trial_22,inherited,agar_water_refill,0.025,25.0,0.02356435643564317,23.56435643564317,29.401190999895334,1769126866.518987,1,5.7425742574273295,0.003058212086450661,10,5,4.5,0.139,0.0,1,0.02356435643564317,29.401190999895334,2026-01-22T19:07:17.117510,2026-01-22T19:07:46.518851,0.025,23.56435643564317,25.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.003058212086450661,0
measurement_1769126895324384_1,trial_22,inherited,agar_water_refill,0.025,25.0,0.024653465346535237,24.65346534653524,28.803578600287437,1769126895.3243845,1,1.386138613859056,0.003058212086450661,10,5,4.5,0.139,0.0,1,0.024653465346535237,28.803578600287437,2026-01-22T19:07:46.521053,2026-01-22T19:08:15.324384,0.025,24.65346534653524,25.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.003058212086450661,0
measurement_1769126924511957_1,trial_22,inherited,agar_water_refill,0.025,25.0,0.02453465346534458,24.53465346534458,29.18462979979813,1769126924.5119576,1,1.8613861386216901,0.003058212086450661,10,5,4.5,0.139,0.0,1,0.02453465346534458,29.18462979979813,2026-01-22T19:08:15.326811,2026-01-22T19:08:44.511450,0.025,24.53465346534458,25.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.003058212086450661,0
measurement_1769126953750796_1,trial_23,calibration,agar_water_refill,0.01,10.0,0.014316831683168016,14.316831683168015,29.232545700389892,1769126953.7507963,1,43.16831683168015,0.0064,10,5,4.5,0.139,0.0,1,0.014316831683168016,29.232545700389892,2026-01-22T19:08:44.520424,2026-01-22T19:09:13.750796,0.01,14.316831683168015,10.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.0064,0
measurement_1769126982908255_1,trial_24,calibration,agar_water_refill,0.01,10.0,0.009108910891088985,9.108910891088986,29.150595100130886,1769126982.9082558,1,8.91089108911015,0.0015831683168319854,10,5,4.5,0.139,0.0,1,0.009108910891088985,29.150595100130886,2026-01-22T19:09:13.757786,2026-01-22T19:09:42.908255,0.01,9.108910891088986,10.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.0015831683168319854,0
measurement_1769127011698813_1,trial_25,inherited,agar_water_refill,0.01,10.0,0.010613861386139555,10.613861386139554,28.798521700315177,1769127011.6988132,1,6.138613861395546,0.002407341038286731,10,5,4.5,0.139,0.0,1,0.010613861386139555,28.798521700315177,2026-01-22T19:09:42.913605,2026-01-22T19:10:11.698813,0.01,10.613861386139554,10.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.002407341038286731,0
measurement_1769127040299175_1,trial_25,inherited,agar_water_refill,0.01,10.0,0.009999999999999558,9.999999999999558,28.596007000189275,1769127040.2991755,1,4.423544863740858e-12,0.002407341038286731,10,5,4.5,0.139,0.0,1,0.009999999999999558,28.596007000189275,2026-01-22T19:10:11.714445,2026-01-22T19:10:40.299175,0.01,9.999999999999558,10.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.002407341038286731,0
measurement_1769127069129325_1,trial_25,inherited,agar_water_refill,0.01,10.0,0.010118811881188456,10.118811881188456,28.823936800006777,1769127069.1293259,1,1.1881188118845545,0.002407341038286731,10,5,4.5,0.139,0.0,1,0.010118811881188456,28.823936800006777,2026-01-22T19:10:40.299175,2026-01-22T19:11:09.129325,0.01,10.118811881188456,10.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.002407341038286731,0
measurement_1769127098294664_1,trial_26,calibration,agar_water_refill,0.005,5.0,0.009069306930692685,9.069306930692685,29.1477175001055,1769127098.2946644,1,81.3861386138537,0.0064,10,5,4.5,0.139,0.0,1,0.009069306930692685,29.1477175001055,2026-01-22T19:11:09.146544,2026-01-22T19:11:38.294664,0.005,9.069306930692685,5.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.0064,0
measurement_1769127127514076_1,trial_27,calibration,agar_water_refill,0.005,5.0,0.005643564356434802,5.643564356434802,29.215910699684173,1769127127.5140765,1,12.871287128696038,0.0020806930693073157,10,5,4.5,0.139,0.0,1,0.005643564356434802,29.215910699684173,2026-01-22T19:11:38.297400,2026-01-22T19:12:07.514076,0.005,5.643564356434802,5.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.0020806930693073157,0
measurement_1769127156538690_1,trial_28,inherited,agar_water_refill,0.005,5.0,0.0042574257425748874,4.257425742574887,29.023291199933738,1769127156.5386903,1,14.851485148502253,0.0012692625765482984,10,5,4.5,0.139,0.0,1,0.0042574257425748874,29.023291199933738,2026-01-22T19:12:07.520020,2026-01-22T19:12:36.538690,0.005,4.257425742574887,5.0,10,5,4.5,1.5,0.0,5.0,0.139,0.0,0.0,0.0012692625765482984,0
measurement_1769127194129299_1,trial_29,optimization,agar_water_refill,0.005,5.0,0.0028712871287132147,2.871287128713215,31.68229079991579,1769127194.1292996,1,42.57425742573571,0.0007,10,5,4.5,0.3,0.3,1,0.0028712871287132147,31.68229079991579,2026-01-22T19:12:42.447301,2026-01-22T19:13:14.129299,0.005,2.871287128713215,5.0,10,5,4.5,1.5,0.3,5.0,0.3,0.0,0.0,0.0007,0
measurement_1769127229283606_1,trial_30,optimization,agar_water_refill,0.005,5.0,0.004158415841583261,4.158415841583261,28.60428770026192,1769127229.283606,1,16.83168316833478,0.0016,10,5,4.5,0.054,0.0,1,0.004158415841583261,28.60428770026192,2026-01-22T19:13:20.685480,2026-01-22T19:13:49.283605,0.005,4.158415841583261,5.0,10,5,4.5,1.5,0.0,5.0,0.054,0.0,0.0,0.0016,0
measurement_1769127265535163_1,trial_31,optimization,agar_water_refill,0.005,5.0,0.004851485148517615,4.8514851485176145,29.945186799857765,1769127265.535163,1,2.9702970296477047,0.0017000000000000001,10,5,4.5,0.3,0.056,1,0.004851485148517615,29.945186799857765,2026-01-22T19:13:55.589587,2026-01-22T19:14:25.534639,0.005,4.8514851485176145,5.0,10,5,4.5,1.5,0.056,5.0,0.3,0.0,0.0,0.0017000000000000001,0
measurement_1769127295328905_1,trial_31,optimization,agar_water_refill,0.005,5.0,0.0051683168316827306,5.168316831682731,29.807217500172555,1769127295.3289058,1,3.366336633654609,0.0017000000000000001,10,5,4.5,0.3,0.056,1,0.0051683168316827306,29.807217500172555,2026-01-22T19:14:25.536176,2026-01-22T19:14:55.328905,0.005,5.168316831682731,5.0,10,5,4.5,1.5,0.056,5.0,0.3,0.0,0.0,0.0017000000000000001,0
measurement_1769127325283656_1,trial_31,optimization,agar_water_refill,0.005,5.0,0.0047524752475259875,4.752475247525988,29.936428900342435,1769127325.283656,1,4.950495049480253,0.0017000000000000001,10,5,4.5,0.3,0.056,1,0.0047524752475259875,29.936428900342435,2026-01-22T19:14:55.344733,2026-01-22T19:15:25.283034,0.005,4.752475247525988,5.0,10,5,4.5,1.5,0.056,5.0,0.3,0.0,0.0,0.0017000000000000001,0
