aspirate_speed,dispense_speed,aspirate_wait_time,dispense_wait_time,pre_asp_air_vol_uL,blowout_vol_uL,vol_uL,overaspirate_vol_uL
13,11,9.611378163099289,15.187023086473346,188.94566665403545,515.350803732872,49.96342637576163,2.5855450019005466
39,26,32.80967250466347,28.48151508718729,71.90750096924603,702.9088465496898,128.00480314530432,4.533706881028899
19,9,26.617961134761572,27.55506687797606,65.59027032926679,554.3312830850482,76.85861642472446,17.168488057026273
28,28,38.000085577368736,11.620328184217215,60.73462241329253,53.750764578580856,85.46253607608378,3.8280885745486386
39,20,34.36884367838502,12.017629751935601,0.4420005716383457,515.8109050244093,74.84396635554731,3.8972618588093724
34,9,44.27442071959376,8.608870776370168,182.37609835341573,773.7341979518533,60.41740412823856,3.302724750405671
23,6,39.521593898534775,12.23850385285914,30.87551798671484,827.7596337720752,79.37463312409818,2.190381135675023
29,16,48.883294109255075,24.993486385792494,102.59729041717947,512.8039745613933,60.64780135639012,10.099083374254159
18,10,26.24610610306263,7.765063410624862,56.585835525766015,368.3422598987818,65.53884442895651,8.440946832756895
33,10,38.09800744056702,26.260816482827067,187.60477588512003,84.72417294979095,81.85353752225637,6.4464505238658365
38,7,18.817755561321974,12.692994307726622,171.05097440071404,383.16228333860636,31.733155408874154,1.4339889528920513
3,21,34.746160972863436,16.1374453548342,208.6046792101115,786.9836678728461,29.73787442781031,4.24343581126438
7,19,1.6293664835393429,8.31907401792705,92.52050425857306,709.192962385714,66.64525812491775,16.395932628819743
7,25,31.964638251811266,15.555709144100547,39.848954416811466,312.8710640594363,112.63066100887954,11.270793944749279
13,19,38.427056930959225,20.73811554349959,211.74963656812906,644.1574851050973,77.48025191947818,19.13227335607332
32,30,11.517851036041975,8.08504555374384,141.00902364589274,20.569216459989548,90.74903604574502,12.192899384911746
16,17,32.72397710010409,23.47149725072086,134.9624206777662,432.25452303886414,71.91481080837548,4.000940824266051
6,13,15.786947552114725,8.78088628873229,244.9992832262069,308.26645717024803,28.12561310827732,3.0497314580353527
37,2,51.076428573578596,17.222551675513387,228.87462773360312,390.1047697290778,79.08968766219914,15.262557355523857
27,16,14.640437476336956,9.848216520622373,245.48943992704153,427.9496204108,99.01263641193509,3.0948225590307183
25,17,4.543282650411129,21.12103197723627,28.34123163484037,36.4347156137228,93.87388137169182,0.12126162987459961
27,30,9.177572708576918,22.683094292879105,174.50079205445945,353.3306298777461,37.88398440927267,1.816161783402673
27,12,45.24081012234092,28.11697069555521,131.8188721779734,126.4181099832058,92.99635574221611,2.2892027975520013
18,28,13.797958362847567,3.67361624725163,165.06902710534632,414.9388466030359,80.77062473632395,1.6135229005615155
29,8,15.754538141191006,13.322164909914136,56.093686958774924,576.9559731706977,102.56030295044184,11.58857563962292
15,28,54.20535849407315,25.226606698706746,163.9036093838513,201.39615051448345,85.26126040145755,18.067128020859037
37,17,39.3887747079134,27.575778141617775,220.42685840278864,795.3325426205993,92.00021291151643,8.735402056634683
22,5,2.2090073861181736,27.944321148097515,7.825002772733569,95.40935978293419,20.319318026304245,1.0268237390772703
18,28,13.797958362847567,3.67361624725163,165.06902710534632,414.9388466030359,80.77062473632395,1.6135229005615155
6,23,8.01738465204835,11.51386197656393,193.00175295211375,162.96998504549265,91.23759265989065,17.896313511705106
15,21,41.097922045737505,27.769499234855175,16.770946327596903,947.7228298783302,110.21808332763612,1.2713039825439942
24,9,24.631679356098175,20.329817673191428,230.5833399295807,74.95508622378111,39.5510526932776,1.4168032475231285
14,26,57.54051664844155,4.001712519675493,20.46728297136724,712.2773732990026,80.05128927528858,5.68439836884185
28,6,9.569656290113926,9.6420668810606,38.69311651214957,167.16162580996752,123.00946628674865,27.625685629366913
2,22,4.052537195384502,5.048129735514522,87.02500746585429,620.2200949192047,109.85801842063665,15.32458885251986
16,9,37.37479381263256,12.471394333988428,204.36403737403452,387.2320409864187,103.48126325756311,11.138497835747541
7,11,14.779343158006668,0.5756272282451391,222.34355681575835,862.699612043798,94.84831467270851,13.013798964638362
10,3,22.377734575420618,8.426107876002789,7.519878912717104,841.8750390410423,112.0491480268538,17.007633121298937
18,25,50.76111489906907,22.74514532648027,236.88338231295347,822.4199693650007,83.2874736841768,8.613263741324403
30,6,46.45228894427419,24.731000354513526,177.68093873746693,765.6573355197906,20.654816711321473,2.248821954870908
15,7,5.675299018621445,12.731281332671642,213.1816556211561,493.59550699591637,95.48261489719152,21.052951507949427
18,24,40.56364003568888,8.510583825409412,147.1157311461866,719.992590136826,37.63012731447816,5.6210390471653815
19,27,35.565223675221205,23.11682623811066,116.58399738371372,967.8902663290501,119.27563070319593,23.834205613348697
23,21,50.919805224984884,2.0839180424809456,19.975135335698724,483.1390408799052,91.84082970023155,16.5813068551702
13,12,36.10279055312276,28.463365556672215,99.39318732358515,803.5247018560767,114.22933854162693,15.53735163210129
31,7,0.1751125417649746,5.0364102981984615,114.71689050085843,877.0237229764462,132.64530976302922,4.385770974014831
9,20,2.430524379014969,3.162782583385706,147.7249157615006,890.5008062720299,98.84366272948682,1.2521936415449804
12,11,24.96584789827466,25.640281476080418,138.13112140633166,940.8229170367122,54.671757370233536,5.476323357828873
39,2,27.316292691975832,8.546172128990293,50.99506676197052,992.7235404029489,117.7708029281348,3.3863367625358753
10,7,47.04273831099272,1.8903806526213884,54.75261737592518,23.149429820477962,133.92461732961237,3.1289726357396868
2,15,9.542754460126162,12.308349078521132,222.71208558231592,967.0861195772886,81.09160447493196,19.73970393748373
18,23,42.258308585733175,25.91016666032374,218.21691119112074,561.227098107338,98.25157169252634,13.229306401546822
28,17,48.51174082607031,14.549057744443417,19.367101602256298,315.98025746643543,71.95939058437943,14.466051854734337
17,22,16.11495992168784,28.735986426472664,54.447833681479096,698.3429454267025,72.72043254226446,7.11774658137538
9,16,36.931932996958494,9.050760855898261,164.9452478159219,193.84562876075506,124.79774501174688,15.65793809801316
24,8,26.315247807651758,6.678346451371908,161.92547394894063,143.76418851315975,100.32870892435312,5.263384406502725
39,13,40.16484696418047,4.288717852905393,184.93807851336896,927.1300286054611,103.65848169662058,6.757682187271588
26,21,6.256655976176262,13.20779962465167,94.23215524293482,944.2724045366049,58.61438550055027,1.0997233544966472
26,29,34.720189310610294,20.971234906464815,21.5377660933882,78.8295827805996,102.12643404491246,14.225222203154582
22,28,8.048148415982723,10.430143950507045,6.056911079213023,956.5663728863001,51.92128196358681,10.769757762817632
39,14,5.703130792826414,10.299449292942882,25.260011898353696,636.8050863966346,39.3926303088665,9.750261009296686
39,23,18.151148669421673,1.2860095594078302,133.9558877516538,591.6659524664283,24.171016411855817,2.5229527216470133
18,25,50.76111489906907,22.74514532648027,236.88338231295347,822.4199693650007,83.2874736841768,8.613263741324403
23,21,27.22020188346505,23.885297141969204,197.33544997870922,899.6853055432439,49.28727364167571,4.622737261983598
22,16,44.53468479216099,12.90607463568449,190.80893089994788,580.7657018303871,39.13318174891174,8.32048068037114
15,8,21.49073677137494,6.558571038767695,146.74587664194405,52.42186691612005,139.78637364692986,24.524883033660178
36,13,16.340723801404238,19.433905463665724,45.9546847268939,13.937053270637989,76.45696742460132,14.952885094815977
6,13,56.32359154522419,6.7481353506445885,92.15065068565309,2.7961907908320427,94.42255952395499,19.247967786737505
8,25,47.78917372226715,26.239681094884872,98.4151023440063,137.44472712278366,122.16320687904954,6.214551916234276
25,3,49.112123250961304,22.371462201699615,174.13844726979733,934.7083279863,139.02531909756362,3.5674824645902423
3,14,40.72023432701826,23.862749906256795,102.1108846180141,625.5422094836831,131.5028306748718,29.479329480014833
17,20,11.549573242664337,14.970059646293521,81.98981615714729,844.206347130239,49.3400124553591,7.187227791004387
6,27,48.9717360958457,27.89408636279404,166.62138071842492,367.65962839126587,135.08248344995081,24.03808935948994
19,20,8.320386037230492,16.274004578590393,219.5667396299541,366.28090497106314,125.12600964866579,0.6578658278947102
6,8,29.709073193371296,29.511670991778374,39.242366096004844,895.0611734762788,84.61432632058859,6.3760333313136925
30,30,32.41139458492398,3.2325569540262222,106.28611827269197,779.497561044991,97.13052863255143,22.194859502600966
19,12,53.991088047623634,22.13582418859005,121.61356140859425,373.0567805469036,49.92054596543312,5.082181039157297
26,7,25.15497548505664,1.0638015624135733,105.07173370569944,351.51435248553753,112.22926444374025,20.121307565387145
6,16,12.858974374830723,22.54669868387282,155.10977408848703,141.38786401599646,59.655271070078015,9.210781110489732
35,19,0.01493481919169426,19.895058749243617,136.05536264367402,972.5079238414764,38.773183673620224,3.5073371318249977
38,17,6.332604233175516,17.83244440332055,67.42189778015018,522.569976747036,27.757205618545413,6.032889028262386
11,13,26.283770017325878,0.438321428373456,99.96894863434136,974.9196069315076,42.715284898877144,1.7110760236069702
35,9,59.853588826954365,2.1253379993140697,240.99748395383358,707.5912524014711,44.789185393601656,4.443269688674823
8,16,20.69753436371684,14.414451336488128,51.48770986124873,202.57461443543434,50.31235205940902,11.652168013121432
12,5,45.191955361515284,7.0539414044469595,93.8657047227025,537.0170185342431,84.18886101804674,16.45906357200141
30,25,40.91244963929057,7.401355197653174,241.98039225302637,358.29042363911867,52.724579721689224,11.265356677056198
10,3,6.794218495488167,3.3634744863957167,73.95763881504536,643.3542920276523,122.585176108405,24.063057980823775
33,14,35.655976105481386,12.86658575758338,33.078154316172004,352.1535927429795,97.19773069955409,0.4559458060450339
28,17,29.51676657423377,1.8005052767693996,179.11271518096328,120.02335209399462,136.22462208382785,15.222878439929618
12,14,14.008549824357033,13.707757741212845,111.6704954765737,24.284012615680695,124.48993450962007,20.024363483458412
8,11,29.188466537743807,11.21977373957634,171.53454083018005,687.227439135313,139.91385319270194,30.341536499315726
20,11,16.772832591086626,6.9132978189736605,104.57921074703336,578.1874312087893,59.94118510745466,4.20022904445367
14,22,9.920206032693386,9.17742284014821,153.9803333580494,645.2109133824706,29.377816785126925,0.6605845839232648
20,22,54.75624913349748,5.52835687994957,228.1770259141922,184.45377238094807,127.15918505564332,23.44670382073237
32,9,2.0744439214468002,0.8103494346141815,44.39969453960657,422.1236724406481,54.49164676479995,13.517873846132247
39,25,59.642982836812735,14.239629423245788,44.51777948997915,848.3071178197861,90.44480975717306,18.84334917104979
13,29,48.55721019208431,20.62180026434362,239.44536061026156,975.6017019972205,96.95316878147423,2.7333170299788105
10,14,30.15415247529745,5.106182210147381,139.5690415520221,769.5061499252915,126.3603638112545,24.293254683068586
20,15,34.6529739908874,6.377710802480578,24.155808379873633,208.4324648603797,71.2827339489013,10.662688461225544
17,30,44.96102403849363,22.26477443240583,36.646731896325946,240.3575675562024,127.88890715688467,1.0916230912538396
34,8,38.8406790420413,25.891294553875923,237.36972105689347,945.0461082160473,145.5426758248359,5.5325027289242605
27,24,12.641118820756674,6.2029174994677305,1.538946758955717,873.6971421167254,128.65044260397553,20.27273319590304
15,28,38.614975959062576,16.413972359150648,230.34141398966312,252.8295638039708,149.88124041818082,20.282744942847565
24,11,6.707837786525488,4.681567512452602,132.97279411926866,476.2451574206352,81.23764253221452,16.956768180312643
35,18,41.97853032499552,25.634218649938703,46.812806045636535,713.5550519451499,104.53801796771586,23.18265972107648
5,14,0.20222894847393036,2.0776209700852633,178.6263023968786,241.6581204161048,76.50972560979426,4.587791564817956
19,25,42.06307964399457,26.48362224921584,230.95026914961636,421.6674081981182,30.627009766176343,7.646617983110782
19,9,26.617961134761572,27.55506687797606,65.59027032926679,554.3312830850482,76.85861642472446,17.168488057026273
32,19,40.65116481855512,13.578733904287219,83.20631925016642,394.66102235019207,93.19445824250579,12.039864013306284
20,11,16.772832591086626,6.9132978189736605,104.57921074703336,578.1874312087893,59.94118510745466,4.20022904445367
34,12,28.69121516123414,20.686269477009773,119.42066298797727,885.0984098389745,94.67691010795534,11.22096480915551
21,20,36.59780267626047,19.411355881020427,138.256820384413,272.99776766449213,91.6373226698488,6.959121784507948
2,16,56.95479590445757,28.870888212695718,2.484339289367199,150.23501589894295,115.45476304367185,27.42922150290731
13,9,16.373104490339756,18.58455908484757,231.07610223814845,870.2477794140577,132.5945313461125,27.57702883702975
11,2,20.417094938457012,12.652168739587069,93.49083411507308,355.74263893067837,42.079993821680546,2.8231378610541245
22,13,3.7974192202091217,14.525508368387818,64.27966896444559,185.8103284612298,113.46791012212634,3.8409538807952486
21,25,16.193363461643457,4.55994869582355,204.2426811531186,108.94054267555475,96.19101393036544,17.025751786639972
26,10,35.995667427778244,15.624413061887026,4.56010177731514,181.06553610414267,131.35742800310254,25.84229243687899
11,16,42.81182751059532,29.332584142684937,162.93298196978867,863.5698640719056,141.9430535659194,14.365280103639972
22,5,2.2090073861181736,27.944321148097515,7.825002772733569,95.40935978293419,20.319318026304245,1.0268237390772703
38,25,19.47848567739129,19.17144446633756,238.22022741660476,268.86567287147045,51.69891471043229,0.6936348629458009
28,10,57.89661141112447,7.288898751139641,170.68216600455344,225.34747049212456,108.8351833447814,19.799174275408586
33,21,37.936354391276836,5.6100318767130375,153.12402183189988,200.97296591848135,60.99613039754331,6.872083665056022
18,23,42.258308585733175,25.91016666032374,218.21691119112074,561.227098107338,98.25157169252634,13.229306401546822
18,4,52.83132243901491,15.001699207350612,77.64519401825964,733.8614016771317,111.46697738207877,3.3158433384026016
35,22,8.634326923638582,16.578502245247364,15.92220738530159,393.6087265610695,143.59988594427705,15.648948524608576
2,2,30.677304659038782,16.872430332005024,9.165903786197305,555.4620884358883,53.73075154609978,4.612467757912761
24,22,0.38576502352952957,7.658432861790061,170.06782861426473,548.9914994686842,72.67575251869857,10.297946562901002
34,10,3.7322280183434486,6.803269637748599,29.775233939290047,532.4514787644148,124.15157610550523,16.526312883215596
10,18,10.92079360038042,7.29495950974524,12.064976384863257,499.0549832582474,59.007526533678174,3.6770252737691984
27,5,50.705678053200245,14.344621310010552,202.30970298871398,92.30163786560297,47.96248419210315,0.38093698595903563
20,29,37.90945479646325,2.416920969262719,93.12825091183186,930.345106869936,134.86055011861026,14.73535719065823
30,2,53.192960154265165,29.027969017624855,45.829957351088524,344.6018472313881,129.1011746507138,11.635793844010612
40,6,37.68174363300204,8.02706460468471,69.89505630917847,372.9993300512433,139.24678363837302,26.600011059595076
8,21,4.735628496855497,21.048331707715988,232.0500744972378,188.7945169582963,107.90012881159782,11.343750871477612
28,15,2.6142848655581474,8.685407526791096,140.1772757526487,322.7562243118882,95.02579656429589,14.896693418514008
16,5,4.1943976655602455,19.707901384681463,163.2970201317221,526.1894129216671,57.497596303001046,13.68236434380965
12,4,34.117948561906815,17.11146446876228,155.47815593890846,498.40247072279453,145.87807402014732,1.4367740089184478
25,24,54.48372250422835,29.64249554090202,14.903770061209798,523.8839229568839,37.704697819426656,4.0441570588924325
10,4,51.196365393698215,26.865281481295824,135.93353144824505,500.7993644103408,31.478471150621772,4.17007343485903
22,20,9.798443522304296,6.785553367808461,246.8307300005108,276.444329880178,77.2268844395876,6.427607058686444
25,6,57.49250594526529,18.088111728429794,40.33912648446858,451.1226797476411,51.454807901754975,2.0824511384482105
11,20,17.308655250817537,7.694875756278634,214.16456811130047,565.4315305873752,135.79213364049792,12.54354737372103
35,9,59.853588826954365,2.1253379993140697,240.99748395383358,707.5912524014711,44.789185393601656,4.443269688674823
5,3,52.27932712063193,14.743246184661984,62.20134161412716,182.22117237746716,25.81098879687488,2.491376521591924
8,25,3.1453296169638634,4.465456651523709,160.45869095250964,29.92517128586769,31.028731893748045,3.717768128002597
20,18,29.631213806569576,14.169797608628869,209.00497562251985,989.5075159147382,88.0973790679127,4.157423400917783
36,4,56.232240591198206,7.871530512347817,189.83013578690588,477.3153802379966,63.18887219764292,6.350121127161187
5,17,55.64531357958913,11.160547574982047,117.49641015194356,960.3085117414594,91.92367014475167,13.2948656432227
19,25,42.06307964399457,26.48362224921584,230.95026914961636,421.6674081981182,30.627009766176343,7.646617983110782
5,28,11.888642348349094,6.010057171806693,235.38446053862572,901.0850675404072,138.6154920514673,27.56909619409814
32,20,56.0069440305233,4.751444198191166,24.646017234772444,86.90283913165331,141.56672603450716,29.605466157025006
21,6,55.72683507576585,25.782982874661684,131.32754690013826,928.2856369391084,79.17310126125813,18.044801648115733
20,18,58.92270566895604,25.582298738881946,88.3942258078605,667.4977038055658,39.185571633279324,1.7070442291941497
36,29,31.715345587581396,20.512702921405435,125.34564803354442,896.661901846528,30.26669181883335,6.245885112815757
33,4,10.341297201812267,4.0242531057447195,178.134627873078,938.0722735077143,95.4071203712374,19.11794132877763
5,18,10.289186295121908,19.547917004674673,180.51671027205884,817.6342034712434,61.25062094070017,13.084413509031936
24,18,53.421918265521526,18.29074543900788,239.92953612469137,204.00662161409855,75.19384075887501,17.368937849984412
40,19,30.092308837920427,17.335242982953787,175.11330894194543,7.161324843764305,98.58909324742854,15.895624036280676
26,29,19.37871314585209,8.792655793949962,209.48926755227149,190.0721788406372,83.54170271195471,15.665609880365269
8,6,50.358929727226496,21.709165005013347,65.22623216733336,837.1289353817701,128.67699271067977,14.162340947761356
17,26,36.34621135890484,17.960367277264595,186.13161286339164,631.8035097792745,21.9821042381227,1.278120843643042
37,19,25.900296606123447,2.1843087393790483,32.46381599456072,934.0261919423938,61.29542542621493,2.8499127457020377
26,11,26.73056837171316,18.349830340594053,33.47081202082336,429.70486264675856,26.699348548427224,4.341439438598712
7,13,51.86037294566631,25.506531419232488,179.90237195044756,392.2511590644717,97.40906042978168,23.014020736976363
20,17,43.33020508289337,15.129032470285892,22.021349286660552,850.9351992979646,65.95795926637948,8.17735882618967
14,6,10.832055173814297,22.206706702709198,236.75731173716486,405.04400059580803,112.3990572988987,7.3216890994598085
35,11,32.55520770326257,17.890776554122567,143.53949250653386,874.9962458387017,76.25536679290235,11.060299326849423
40,17,57.62895863503218,2.9760553780943155,210.3458654601127,418.18435955792665,119.95574418455362,9.844755664714132
26,10,35.995667427778244,15.624413061887026,4.56010177731514,181.06553610414267,131.35742800310254,25.84229243687899
7,16,27.060528695583344,23.959999904036522,57.16608231887221,872.41898663342,22.946945009753108,0.24648015284522218
12,29,17.37950323149562,1.5664777625352144,118.83652652613819,681.403398513794,46.57938577234745,0.0041416492806718545
36,15,11.307271085679531,5.550906518474221,73.46608629450202,411.2865161150694,44.99822492711246,2.5198549836519906
2,27,10.506388116627932,18.06557164527476,136.54763135127723,207.2530286386609,133.65154333412647,22.575102972523805
40,3,30.93767138198018,11.338925622403622,215.38305655121803,762.8354700282216,51.10648321919143,12.011491881822387
30,19,20.064664967358112,14.04790498316288,224.1750054527074,831.8845890462399,143.82275685667992,25.604727774358405
11,20,41.53171677142382,8.154877256602049,105.43770366348326,129.86735347658396,89.0378875285387,9.439934120558126
40,3,15.597966369241476,17.952475184574723,27.361951768398285,905.5109927430749,134.68724726699293,24.99777534382174
7,19,42.649255357682705,6.272703828290105,244.1410287283361,983.6487304419279,130.3631582763046,8.70121777976483
25,13,3.3632941357791424,24.676454281434417,57.65241733752191,985.1425886154175,92.27953203953803,6.305002367614316
31,18,50.85117157548666,29.21954534947872,47.85166261717677,61.827865429222584,124.7133921366185,14.292038267520022
18,20,26.894859988242388,4.3259139731526375,31.24196478165686,668.6121635138988,55.80361917614937,10.859591464333981
2,17,15.009373258799314,15.603703921660781,162.31888299807906,406.8604661151767,49.18059873394668,3.6958687111431088
22,2,48.72241733595729,2.757010543718934,195.8423077594489,237.94564604759216,131.83376882225275,16.105837493218953
38,15,52.22932795062661,20.398393739014864,212.23603864200413,529.3439952656627,147.288917042315,25.86493306685292
18,28,32.30427861213684,12.67205405049026,13.406515819951892,142.1605395153165,144.48883458971977,24.235203476154226
30,6,46.45228894427419,24.731000354513526,177.68093873746693,765.6573355197906,20.654816711321473,2.248821954870908
8,25,47.78917372226715,26.239681094884872,98.4151023440063,137.44472712278366,122.16320687904954,6.214551916234276
2,26,29.431945458054543,6.107408897951245,114.23055548220873,765.1400398463011,63.821155121549964,6.907093094603827
14,28,43.750819098204374,4.387727044522762,141.62118802778423,574.6227614581585,122.38510921597481,28.421412071298523
5,14,0.20222894847393036,2.0776209700852633,178.6263023968786,241.6581204161048,76.50972560979426,4.587791564817956
14,30,49.049585815519094,0.7731609139591455,140.54324524477124,165.5580084770918,102.17696087434888,12.323539209654795
23,4,58.564745876938105,23.244513468816876,219.44490517489612,144.63336765766144,148.68487305939198,32.292016589759484
11,23,33.593125250190496,21.60379070788622,27.11607702076435,704.2026584967971,48.7479286827147,0.7709573929524153
28,29,50.54155005142093,27.378328079357743,87.91054296307266,402.73943450301886,133.23872242122889,28.73020314306792
28,23,10.473980940878391,18.914914671331644,70.56683884002268,907.5836446136236,75.53132478147745,13.00337030083931
19,30,19.031729344278574,7.11227260529995,179.59759198129177,825.2119347453117,36.1986808758229,4.603282344322796
13,24,10.64099058508873,13.443443896248937,170.56081350892782,255.65312337130308,99.47796101681888,9.453276584898507
25,13,44.37235940247774,18.973925421014428,155.9623305220157,697.0140179619193,26.52948208153248,6.483789057301396
29,9,54.7090520337224,17.733385283499956,207.14172581210732,914.3574954941869,97.5471484195441,21.061480857663742
12,22,46.10351840034127,24.271877417340875,15.395457623526454,296.47153057157993,130.64953287132084,20.096535406481074
7,5,45.96154348924756,8.921767696738243,236.24258185736835,326.52909122407436,36.63108214735985,8.047765993042416
4,23,20.149214286357164,8.979737078770995,37.230163579806685,37.83497121185064,53.137076161801815,8.870638598750245
24,26,52.14048223569989,5.295251151546836,38.567179115489125,624.7855117544532,21.804376328364015,4.400503672521462
27,27,52.885748986154795,6.619485961273313,111.54914158396423,495.9315499290824,149.83877189457417,18.685260233995415
37,30,41.55768843367696,14.863609643653035,164.45285896770656,985.9477672725916,47.11903873831034,5.161640305178316
6,21,28.746437318623066,1.0519748367369175,70.2615063637495,155.25476820766926,130.0653768889606,3.125319708026254
13,17,23.783209919929504,8.556804321706295,23.793225176632404,501.4838995411992,108.18503940477967,18.8574780646046
31,29,1.674607191234827,17.47681461274624,180.02468184567988,111.9493804872036,106.3335854653269,4.455952607711565
27,2,2.8291547298431396,13.942701062187552,184.0852878522128,714.826081879437,34.87535264343023,7.31598808299488
29,9,54.7090520337224,17.733385283499956,207.14172581210732,914.3574954941869,97.5471484195441,21.061480857663742
32,30,11.517851036041975,8.08504555374384,141.00902364589274,20.569216459989548,90.74903604574502,12.192899384911746
33,21,2.9856636375188828,28.801152873784304,65.10392460040748,681.8266147747636,136.00321129895747,22.804955323052678
