measurement_id,trial_id,strategy,liquid,liquid_name,volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,duration_s,timestamp,replicate_id,deviation_individual_pct,experiment_type,experiment_folder,experiment_timestamp,aspirate_speed,dispense_speed,overaspirate_vol,aspirate_wait_time,dispense_wait_time,pre_asp_air_vol,post_asp_air_vol,blowout_vol,retract_speed,asp_disp_cycles,post_retract_wait_time
measurement_1769016645220413_1,trial_8,screening,water,water,0.025,25.0,0.0228999999999981,22.899999999998144,30.78634809982032,1769016645.2204132,1,8.400000000007429,calibration,run_1769015967_continuous,1769015967,12.0,13.0,0.003,4.9,1.5,0.15,0.044,0.0,5.0,,0.0
measurement_1769016670224446_1,trial_8,screening,water,water,0.025,25.0,0.0235666666666656,23.566666666665625,25.000710499938577,1769016670.2244463,1,5.733333333337503,calibration,run_1769015967_continuous,1769015967,12.0,13.0,0.003,4.9,1.5,0.15,0.044,0.0,5.0,,0.0
measurement_1769016695804751_1,trial_8,screening,water,water,0.025,25.0,0.0228333333333328,22.833333333332817,25.58094650041312,1769016695.8047512,1,8.666666666668737,calibration,run_1769015967_continuous,1769015967,12.0,13.0,0.003,4.9,1.5,0.15,0.044,0.0,5.0,,0.0
measurement_1769016720604518_1,trial_8,screening,water,water,0.025,25.0,0.023500000000002,23.500000000002075,24.79715340025723,1769016720.6045182,1,5.999999999991706,calibration,run_1769015967_continuous,1769015967,12.0,13.0,0.003,4.9,1.5,0.15,0.044,0.0,5.0,,0.0
measurement_1769016747037444_1,trial_8,screening,water,water,0.025,25.0,0.0219999999999984,21.999999999998465,26.4221092001535,1769016747.037444,1,12.000000000006144,calibration,run_1769015967_continuous,1769015967,12.0,13.0,0.003,4.9,1.5,0.15,0.044,0.0,5.0,,0.0
measurement_1769016775052100_1,trial_9,screening,water,water,0.025,25.0,0.0233333333333334,23.333333333333428,27.9898186000064,1769016775.052101,1,6.666666666666293,calibration,run_1769015967_continuous,1769015967,22.0,16.0,0.0035,0.3,1.5,0.202,0.067,0.0,5.0,,0.0
measurement_1769016801265595_1,trial_9,screening,water,water,0.025,25.0,0.0247333333333354,24.73333333333549,26.22533590020612,1769016801.2655952,1,1.0666666666580282,calibration,run_1769015967_continuous,1769015967,22.0,16.0,0.0035,0.3,1.5,0.202,0.067,0.0,5.0,,0.0
measurement_1769016830419371_1,trial_9,screening,water,water,0.025,25.0,0.0234666666666658,23.46666666666586,29.14845169987529,1769016830.4193714,1,6.133333333336571,calibration,run_1769015967_continuous,1769015967,22.0,16.0,0.0035,0.3,1.5,0.202,0.067,0.0,5.0,,0.0
measurement_1769016856420538_1,trial_9,screening,water,water,0.025,25.0,0.0233000000000007,23.300000000000765,25.99943839991465,1769016856.420539,1,6.799999999996947,calibration,run_1769015967_continuous,1769015967,22.0,16.0,0.0035,0.3,1.5,0.202,0.067,0.0,5.0,,0.0
measurement_1769016882428302_1,trial_9,screening,water,water,0.025,25.0,0.0237999999999996,23.7999999999996,25.996697399765253,1769016882.4283023,1,4.800000000001608,calibration,run_1769015967_continuous,1769015967,22.0,16.0,0.0035,0.3,1.5,0.202,0.067,0.0,5.0,,0.0
measurement_1769016912235074_1,trial_10,screening,water,water,0.025,25.0,0.0258000000000002,25.800000000000267,29.779739399906248,1769016912.2350748,1,3.2000000000010638,calibration,run_1769015967_continuous,1769015967,17.0,14.0,0.005,8.4,1.5,0.037,0.028,0.0,5.0,,0.0
measurement_1769016941086020_1,trial_10,screening,water,water,0.025,25.0,0.0280333333333313,28.03333333333136,28.854672599583864,1769016941.0860207,1,12.13333333332542,calibration,run_1769015967_continuous,1769015967,17.0,14.0,0.005,8.4,1.5,0.037,0.028,0.0,5.0,,0.0
measurement_1769016972825413_1,trial_10,screening,water,water,0.025,25.0,0.0273000000000003,27.300000000000324,31.728696799837053,1769016972.8254137,1,9.20000000000129,calibration,run_1769015967_continuous,1769015967,17.0,14.0,0.005,8.4,1.5,0.037,0.028,0.0,5.0,,0.0
measurement_1769017001675449_1,trial_10,screening,water,water,0.025,25.0,0.0282166666666654,28.216666666665446,28.851656999904662,1769017001.675449,1,12.86666666666178,calibration,run_1769015967_continuous,1769015967,17.0,14.0,0.005,8.4,1.5,0.037,0.028,0.0,5.0,,0.0
measurement_1769017030838784_1,trial_10,screening,water,water,0.025,25.0,0.0272000000000005,27.20000000000056,29.17031819978729,1769017030.8387845,1,8.800000000002223,calibration,run_1769015967_continuous,1769015967,17.0,14.0,0.005,8.4,1.5,0.037,0.028,0.0,5.0,,0.0
measurement_1769017060611365_1,trial_11,calibration,water,water,0.025,25.0,0.0225833333333334,22.5833333333334,29.753601900301877,1769017060.611365,1,9.666666666666409,calibration,run_1769015967_continuous,1769015967,20.0,7.0,0.002,3.7,1.5,0.25,0.037,0.0,5.0,,0.0
measurement_1769017086215119_1,trial_12,calibration,water,water,0.025,25.0,0.0255999999999989,25.59999999999896,25.608659599907696,1769017086.2151196,1,2.3999999999958224,calibration,run_1769015967_continuous,1769015967,20.0,7.0,0.0051666666666666,3.7,1.5,0.25,0.037,0.0,5.0,,0.0
measurement_1769017115207395_1,trial_13,optimization,water,water,0.025,25.0,0.0253000000000032,25.30000000000321,20.69173189997673,1769017115.2073958,1,1.2000000000128297,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0045,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017138627032_1,trial_13,optimization,water,water,0.025,25.0,0.0254666666666665,25.466666666666526,23.411900599952787,1769017138.6270325,1,1.8666666666661005,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0045,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017160522617_1,trial_13,optimization,water,water,0.025,25.0,0.0252666666666652,25.266666666665216,21.89589100005105,1769017160.522617,1,1.0666666666608593,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0045,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017180605071_1,trial_13,optimization,water,water,0.025,25.0,0.0246333333333321,24.63333333333217,20.08653419977054,1769017180.6050713,1,1.4666666666713069,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0045,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017204618368_1,trial_13,optimization,water,water,0.025,25.0,0.0248999999999988,24.89999999999881,24.00171269988641,1769017204.618368,1,0.4000000000047576,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0045,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017236025661_1,trial_14,optimization,water,water,0.025,25.0,0.0269666666666665,26.966666666666583,21.18947610026225,1769017236.025661,1,7.866666666666328,calibration,run_1769015967_continuous,1769015967,12.0,8.0,0.0045,0.0,1.5,0.146,0.099,0.0,5.0,,0.0
measurement_1769017256226303_1,trial_14,optimization,water,water,0.025,25.0,0.025333333333334,25.333333333334096,20.19822080014273,1769017256.2263038,1,1.3333333333363784,calibration,run_1769015967_continuous,1769015967,12.0,8.0,0.0045,0.0,1.5,0.146,0.099,0.0,5.0,,0.0
measurement_1769017278002711_1,trial_14,optimization,water,water,0.025,25.0,0.0259999999999998,25.9999999999998,21.77936379984021,1769017278.0027115,1,3.999999999999199,calibration,run_1769015967_continuous,1769015967,12.0,8.0,0.0045,0.0,1.5,0.146,0.099,0.0,5.0,,0.0
measurement_1769017298223352_1,trial_14,optimization,water,water,0.025,25.0,0.0254000000000012,25.4000000000012,20.22238920023665,1769017298.223352,1,1.600000000004792,calibration,run_1769015967_continuous,1769015967,12.0,8.0,0.0045,0.0,1.5,0.146,0.099,0.0,5.0,,0.0
measurement_1769017319634925_1,trial_14,optimization,water,water,0.025,25.0,0.0259999999999998,25.9999999999998,21.396985900122672,1769017319.634925,1,3.999999999999199,calibration,run_1769015967_continuous,1769015967,12.0,8.0,0.0045,0.0,1.5,0.146,0.099,0.0,5.0,,0.0
measurement_1769017352218257_1,trial_15,optimization,water,water,0.025,25.0,0.0254999999999991,25.49999999999919,22.702018099837005,1769017352.2182577,1,1.9999999999967544,calibration,run_1769015967_continuous,1769015967,16.0,7.0,0.004,0.3,1.5,0.113,0.057,0.0,5.0,,0.0
measurement_1769017375828338_1,trial_15,optimization,water,water,0.025,25.0,0.0238666666666684,23.86666666666848,23.601187699940056,1769017375.8283389,1,4.533333333326089,calibration,run_1769015967_continuous,1769015967,16.0,7.0,0.004,0.3,1.5,0.113,0.057,0.0,5.0,,0.0
measurement_1769017397041452_1,trial_15,optimization,water,water,0.025,25.0,0.0252500000000015,25.25000000000155,21.21355600003153,1769017397.0414522,1,1.0000000000061904,calibration,run_1769015967_continuous,1769015967,16.0,7.0,0.004,0.3,1.5,0.113,0.057,0.0,5.0,,0.0
measurement_1769017419422271_1,trial_15,optimization,water,water,0.025,25.0,0.0265499999999985,26.54999999999852,22.384390300139785,1769017419.4222713,1,6.199999999994072,calibration,run_1769015967_continuous,1769015967,16.0,7.0,0.004,0.3,1.5,0.113,0.057,0.0,5.0,,0.0
measurement_1769017440427708_1,trial_15,optimization,water,water,0.025,25.0,0.026399999999997,26.39999999999709,20.996057900134478,1769017440.4277089,1,5.5999999999883645,calibration,run_1769015967_continuous,1769015967,16.0,7.0,0.004,0.3,1.5,0.113,0.057,0.0,5.0,,0.0
measurement_1769017473027200_1,trial_16,optimization,water,water,0.025,25.0,0.024066666666668,24.066666666668013,22.95473350025713,1769017473.0272005,1,3.7333333333279537,calibration,run_1769015967_continuous,1769015967,16.0,7.0,0.0045,0.7000000000000001,1.5,0.224,0.1,0.0,5.0,,0.0
measurement_1769017494022735_1,trial_16,optimization,water,water,0.025,25.0,0.0243000000000002,24.30000000000021,20.995386799797416,1769017494.0227349,1,2.799999999999164,calibration,run_1769015967_continuous,1769015967,16.0,7.0,0.0045,0.7000000000000001,1.5,0.224,0.1,0.0,5.0,,0.0
measurement_1769017517020280_1,trial_16,optimization,water,water,0.025,25.0,0.0251333333333327,25.133333333332786,22.992673099972308,1769017517.0202806,1,0.5333333333311374,calibration,run_1769015967_continuous,1769015967,16.0,7.0,0.0045,0.7000000000000001,1.5,0.224,0.1,0.0,5.0,,0.0
measurement_1769017539219640_1,trial_16,optimization,water,water,0.025,25.0,0.0241999999999986,24.199999999998667,22.19655130011961,1769017539.21964,1,3.200000000005337,calibration,run_1769015967_continuous,1769015967,16.0,7.0,0.0045,0.7000000000000001,1.5,0.224,0.1,0.0,5.0,,0.0
measurement_1769017561007339_1,trial_16,optimization,water,water,0.025,25.0,0.0257000000000005,25.7000000000005,21.799371200148016,1769017561.0073397,1,2.800000000001996,calibration,run_1769015967_continuous,1769015967,16.0,7.0,0.0045,0.7000000000000001,1.5,0.224,0.1,0.0,5.0,,0.0
measurement_1769017595426657_1,trial_17,optimization,water,water,0.025,25.0,0.0278333333333336,27.8333333333336,23.9837507000193,1769017595.4266577,1,11.333333333334387,calibration,run_1769015967_continuous,1769015967,12.0,8.0,0.005,0.6000000000000001,1.5,0.135,0.1,0.0,5.0,,0.0
measurement_1769017626614051_1,trial_18,optimization,water,water,0.025,25.0,0.0236,23.600000000000065,20.67975359968841,1769017626.6140516,1,5.599999999999744,calibration,run_1769015967_continuous,1769015967,14.0,8.0,0.004,0.9,1.5,0.24,0.08,0.0,5.0,,0.0
measurement_1769017650003019_1,trial_18,optimization,water,water,0.025,25.0,0.0247500000000009,24.750000000000934,23.39799010008573,1769017650.0030196,1,0.999999999996254,calibration,run_1769015967_continuous,1769015967,14.0,8.0,0.004,0.9,1.5,0.24,0.08,0.0,5.0,,0.0
measurement_1769017671226489_1,trial_18,optimization,water,water,0.025,25.0,0.0243999999999999,24.399999999999977,21.20560560002923,1769017671.226489,1,2.4000000000000963,calibration,run_1769015967_continuous,1769015967,14.0,8.0,0.004,0.9,1.5,0.24,0.08,0.0,5.0,,0.0
measurement_1769017694228468_1,trial_18,optimization,water,water,0.025,25.0,0.0249000000000005,24.90000000000059,23.00953389983624,1769017694.228468,1,0.3999999999976522,calibration,run_1769015967_continuous,1769015967,14.0,8.0,0.004,0.9,1.5,0.24,0.08,0.0,5.0,,0.0
measurement_1769017715441292_1,trial_18,optimization,water,water,0.025,25.0,0.0243666666666655,24.366666666665537,21.207495499867942,1769017715.4412923,1,2.533333333337856,calibration,run_1769015967_continuous,1769015967,14.0,8.0,0.004,0.9,1.5,0.24,0.08,0.0,5.0,,0.0
measurement_1769017749642275_1,trial_19,optimization,water,water,0.025,25.0,0.0249666666666659,24.966666666665915,21.87335829995573,1769017749.6422756,1,0.133333333336344,calibration,run_1769015967_continuous,1769015967,12.0,7.0,0.0045,0.4,1.5,0.187,0.072,0.0,5.0,,0.0
measurement_1769017770067285_1,trial_19,optimization,water,water,0.025,25.0,0.0251999999999998,25.19999999999989,20.42267769994214,1769017770.0672855,1,0.7999999999995511,calibration,run_1769015967_continuous,1769015967,12.0,7.0,0.0045,0.4,1.5,0.187,0.072,0.0,5.0,,0.0
measurement_1769017790222933_1,trial_19,optimization,water,water,0.025,25.0,0.0259333333333344,25.933333333334478,20.15572510007769,1769017790.2229333,1,3.73333333333789,calibration,run_1769015967_continuous,1769015967,12.0,7.0,0.0045,0.4,1.5,0.187,0.072,0.0,5.0,,0.0
measurement_1769017810649950_1,trial_19,optimization,water,water,0.025,25.0,0.0253333333333323,25.33333333333232,20.424302500206977,1769017810.6499505,1,1.333333333329273,calibration,run_1769015967_continuous,1769015967,12.0,7.0,0.0045,0.4,1.5,0.187,0.072,0.0,5.0,,0.0
measurement_1769017830829711_1,trial_19,optimization,water,water,0.025,25.0,0.0249333333333332,24.93333333333325,20.17898660013452,1769017830.8297112,1,0.2666666666669981,calibration,run_1769015967_continuous,1769015967,12.0,7.0,0.0045,0.4,1.5,0.187,0.072,0.0,5.0,,0.0
measurement_1769017853205473_1,trial_20,calibration,water,water,0.02,20.0,0.0211000000000005,21.100000000000563,22.354447800200436,1769017853.2054732,1,5.500000000002812,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0045,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017873813394_1,trial_21,calibration,water,water,0.02,20.0,0.0197000000000002,19.700000000000276,20.59413730027154,1769017873.8133943,1,1.4999999999986378,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0025,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017896706587_1,trial_22,inherited,water,water,0.02,20.0,0.0184333333333341,18.43333333333419,22.887185299769044,1769017896.7065878,1,7.833333333329053,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0029285714285709,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017919826121_1,trial_22,inherited,water,water,0.02,20.0,0.0195999999999987,19.59999999999873,23.116683300118893,1769017919.8261218,1,2.0000000000063545,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0029285714285709,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017939828949_1,trial_22,inherited,water,water,0.02,20.0,0.0189666666666674,18.966666666667464,20.00102630024776,1769017939.8289497,1,5.16666666666268,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0029285714285709,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017961635846_1,trial_22,inherited,water,water,0.02,20.0,0.0190333333333345,19.033333333334568,21.80297579988837,1769017961.6358464,1,4.833333333327163,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0029285714285709,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769017984005527_1,trial_22,inherited,water,water,0.02,20.0,0.0195666666666678,19.56666666666784,22.378467100206763,1769017984.0055275,1,2.1666666666607903,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0029285714285709,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018011610306_1,trial_23,optimization,water,water,0.02,20.0,0.0185333333333321,18.53333333333218,21.45114570017904,1769018011.610306,1,7.3333333333391,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0025,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018030623601_1,trial_23,optimization,water,water,0.02,20.0,0.0236999999999998,23.699999999999832,19.01192030031234,1769018030.6236014,1,18.49999999999916,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0025,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018056613939_1,trial_24,optimization,water,water,0.02,20.0,0.0190000000000001,19.000000000000128,19.939681900199503,1769018056.613939,1,4.999999999999362,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0025,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018076595151_1,trial_24,optimization,water,water,0.02,20.0,0.0194333333333318,19.43333333333186,19.965012000408024,1769018076.5951512,1,2.8333333333407063,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0025,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018096466144_1,trial_24,optimization,water,water,0.02,20.0,0.0185000000000012,18.500000000001293,19.868015700019896,1769018096.466144,1,7.499999999993536,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0025,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018117632050_1,trial_24,optimization,water,water,0.02,20.0,0.0200666666666666,20.06666666666668,21.16447190009057,1769018117.6320505,1,0.3333333333333833,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0025,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018138229384_1,trial_24,optimization,water,water,0.02,20.0,0.0177666666666631,17.766666666663156,20.602240100037307,1769018138.229385,1,11.166666666684224,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0025,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018167420681_1,trial_25,optimization,water,water,0.02,20.0,0.0192000000000032,19.20000000000321,22.38207529997453,1769018167.4206817,1,3.9999999999839297,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.003,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018188415768_1,trial_25,optimization,water,water,0.02,20.0,0.0192999999999976,19.29999999999765,20.999916299711916,1769018188.415768,1,3.5000000000117404,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.003,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018209008109_1,trial_25,optimization,water,water,0.02,20.0,0.0195666666666678,19.56666666666784,20.592636700253934,1769018209.008109,1,2.1666666666607903,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.003,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018231006983_1,trial_25,optimization,water,water,0.02,20.0,0.0192333333333323,19.233333333332325,21.99272940028459,1769018231.0069835,1,3.833333333338376,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.003,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018253016556_1,trial_25,optimization,water,water,0.02,20.0,0.0195000000000025,19.500000000002515,22.011846099980172,1769018253.0165565,1,2.4999999999874256,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.003,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018280612266_1,trial_26,optimization,water,water,0.02,20.0,0.0191333333333361,19.13333333333611,21.60826440015808,1769018280.6122663,1,4.333333333319446,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.003,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018301556757_1,trial_26,optimization,water,water,0.02,20.0,0.0207333333333341,20.73333333333416,20.94032200006768,1769018301.5567577,1,3.6666666666707903,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.003,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018327011178_1,trial_26,optimization,water,water,0.02,20.0,0.0202666666666662,20.26666666666621,25.442709899973124,1769018327.011178,1,1.3333333333310529,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.003,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018346814823_1,trial_26,optimization,water,water,0.02,20.0,0.0197666666666673,19.766666666667376,19.809504400007427,1769018346.8148236,1,1.166666666663121,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.003,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018372165871_1,trial_26,optimization,water,water,0.02,20.0,0.0198999999999998,19.899999999999807,25.343590000178665,1769018372.1658716,1,0.5000000000009684,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.003,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018393221051_1,trial_27,calibration,water,water,0.015,15.0,0.0156666666666644,15.666666666664495,21.039796699769795,1769018393.221051,1,4.444444444429985,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0045,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018414646603_1,trial_28,calibration,water,water,0.015,15.0,0.0137666666666671,13.766666666667147,21.408121400047094,1769018414.6466036,1,8.222222222219004,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0025,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018435856285_1,trial_29,inherited,water,water,0.015,15.0,0.0146999999999994,14.699999999999491,21.203503100201488,1769018435.8562858,1,2.000000000003388,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0037982456140363,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018456421655_1,trial_29,inherited,water,water,0.015,15.0,0.0163666666666681,16.366666666668195,20.56216620001942,1769018456.4216552,1,9.111111111121303,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0037982456140363,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
measurement_1769018478827070_1,trial_29,inherited,water,water,0.015,15.0,0.0157666666666695,15.766666666669591,22.401812099851668,1769018478.8270702,1,5.111111111130625,calibration,run_1769015967_continuous,1769015967,13.0,8.0,0.0037982456140363,0.4,1.5,0.166,0.078,0.0,5.0,,0.0
