id,doi,title,year,cited_by_count,capability_fit,parameter_space,multi_objective,impact,polymer_specificity,workflow_boost,device_penalty,novelty,constraint_penalty,score_total
https://openalex.org/W2598052878,https://doi.org/10.1126/science.aam6620,"Colloidally prepared La-doped BaSnO <sub>3</sub> electrodes for efficient, photostable perovskite solar cells",2017,1125,0.5,0.0,0.25,0.7444670051468025,0.0,0.0,0.2,0.0,0.0,0.2792
https://openalex.org/W2964363746,https://doi.org/10.1126/science.aav6416,Bright and photostable chemigenetic indicators for extended in vivo voltage imaging,2019,466,0.3333333333333333,0.0,0.0,0.5742123048517388,0.0,0.0,0.2,0.0,0.0,0.1661
https://openalex.org/W2610431184,https://doi.org/10.1021/jacs.7b01545,Photostable Ratiometric Pdot Probe for in Vitro and in Vivo Imaging of Hypochlorous Acid,2017,332,0.3333333333333333,0.0,0.25,0.5087901403324523,0.125,0.0,0.0,0.0,0.0,0.2451
https://openalex.org/W2774909964,https://doi.org/10.1038/s41560-017-0057-0,Enhancing long-term photostability of BiVO4 photoanodes for solar water splitting by tuning electrolyte composition,2017,620,0.0,0.0,0.0,0.6293458523964223,0.0,0.0,0.0,0.0,0.0,0.0944
https://openalex.org/W2301795778,https://doi.org/10.1038/srep20889,Improving brightness and photostability of green and red fluorescent proteins for live cell imaging and FRET reporting,2016,397,0.3333333333333333,0.0,0.25,0.5432840814328285,0.0,0.0,0.8,0.0,0.0,0.139
https://openalex.org/W4206755807,https://doi.org/10.3390/w14020242,"Review on Methylene Blue: Its Properties, Uses, Toxicity and Photodegradation",2022,1128,0.16666666666666666,0.0,0.0,0.7449817277717798,0.125,0.25,0.2,0.0,0.0,0.198
https://openalex.org/W2944887418,https://doi.org/10.3390/catal9050430,Mechanistic Insights into Photodegradation of Organic Dyes Using Heterostructure Photocatalysts,2019,731,0.16666666666666666,0.0,0.25,0.661158563079234,0.125,0.25,0.0,0.0,0.0,0.2429
https://openalex.org/W637780975,https://doi.org/10.1201/9781003574095,Photodegradation of Water Pollutants,2024,223,0.16666666666666666,0.0,0.0,0.4320879813933198,0.625,0.25,0.0,0.0,0.0,0.2961
https://openalex.org/W3037756006,https://doi.org/10.1016/s1872-2067(20)63634-8,Sulfur-doped g-C3N4/TiO2 S-scheme heterojunction photocatalyst for Congo Red photodegradation,2020,679,0.0,0.0,0.0,0.6469036887726772,0.0,0.0,0.0,0.0,0.0,0.097
https://openalex.org/W2973242012,https://doi.org/10.1021/jacs.9b07922,Adaptable Crosslinks in Polymeric Materials: Resolving the Intersection of Thermoplastics and Thermosets,2019,765,0.3333333333333333,0.0,0.0,0.6699415045708312,0.375,0.5,0.0,0.0,0.0,0.3442
https://openalex.org/W2301143381,https://doi.org/10.1002/adma.201600064,Highly Efficient Perovskite Nanocrystal Light‐Emitting Diodes Enabled by a Universal Crosslinking Method,2016,866,1.0,0.5,0.5,0.6939015798345264,0.375,1.0,0.6,0.0,0.4,0.6778
https://openalex.org/W2151010124,https://doi.org/10.1038/nchem.2324,Improved performance and stability of perovskite solar cells by crystal crosslinking with alkylphosphonic acid ω-ammonium chlorides,2015,1130,0.0,0.0,0.0,0.7453241168979002,0.0,0.0,0.0,0.0,0.0,0.1118
https://openalex.org/W2403935603,https://doi.org/10.1039/c6ta02621d,Polymer electrolytes for lithium polymer batteries,2016,1303,0.0,0.0,0.0,0.7728586530799889,0.125,0.0,0.0,0.0,0.0,0.1472
https://openalex.org/W2142145570,https://doi.org/10.1039/c5py00263j,Lignocellulosic biomass: a sustainable platform for the production of bio-based chemicals and polymers,2015,2433,0.0,0.0,0.0,0.8935905861374277,0.25,0.0,0.0,0.0,0.0,0.1965
https://openalex.org/W2169904088,https://doi.org/10.1039/c5em00207a,Pathways for degradation of plastic polymers floating in the marine environment,2015,1787,0.16666666666666666,0.0,0.0,0.8339232534679558,0.25,0.25,0.0,0.0,0.0,0.2626
https://openalex.org/W2795196444,https://doi.org/10.1002/adma.201800868,Over 14% Efficiency in Polymer Solar Cells Enabled by a Chlorinated Polymer Donor,2018,1129,0.16666666666666666,0.0,0.0,0.7451529980846565,0.375,0.0,0.4,0.0,0.0,0.2155
https://openalex.org/W2535849056,https://doi.org/10.1039/c6py01585a,Stimuli-responsive polymers and their applications,2016,1174,0.0,0.0,0.0,0.7527073126013737,0.125,0.0,0.0,0.0,0.0,0.1442
https://openalex.org/W4213373925,https://doi.org/10.1126/sciadv.1602076,"A highly stretchable, transparent, and conductive polymer",2017,1308,0.0,0.0,0.25,0.7735989900178583,0.125,0.0,0.4,0.0,0.0,0.1448
https://openalex.org/W2586297008,https://doi.org/10.1126/science.aai7899,Scalable-manufactured randomized glass-polymer hybrid metamaterial for daytime radiative cooling,2017,2016,0.16666666666666666,0.0,0.0,0.8572365825397715,0.25,0.0,0.0,0.0,0.0,0.2411
https://openalex.org/W2490292921,https://doi.org/10.1021/jacs.6b05341,Plating a Dendrite-Free Lithium Anode with a Polymer/Ceramic/Polymer Sandwich Electrolyte,2016,963,0.0,0.16666666666666666,0.25,0.7144173801189355,0.125,0.0,0.0,0.0,0.0,0.1842
https://openalex.org/W2552739997,https://doi.org/10.1039/c6py01872f,pH-Responsive polymers,2016,1026,0.0,0.0,0.0,0.7266638971405429,0.875,0.0,0.0,0.0,0.0,0.3277
https://openalex.org/W1912455695,https://doi.org/10.1038/nphys3532,Polymer physics of intracellular phase transitions,2015,1510,0.0,0.0,0.0,0.8013606227289427,0.0,0.0,0.0,0.0,0.0,0.1202
https://openalex.org/W2317176089,https://doi.org/10.1002/adma.201600281,Fullerene‐Free Polymer Solar Cells with over 11% Efficiency and Excellent Thermal Stability,2016,1819,0.3333333333333333,0.0,0.0,0.8373548255903992,0.125,0.0,0.2,0.0,0.0,0.2369
https://openalex.org/W2218190479,https://doi.org/10.1126/science.aad2688,Additive manufacturing of polymer-derived ceramics,2015,1012,0.16666666666666666,0.0,0.0,0.7240086620428785,0.25,0.25,0.0,0.0,0.0,0.2461
https://openalex.org/W948413564,https://doi.org/10.1038/nature14647,Flexible high-temperature dielectric materials from polymer nanocomposites,2015,1896,0.0,0.0,0.0,0.8453708419207846,0.0,0.0,0.0,0.0,0.0,0.1268
https://openalex.org/W2310230662,https://doi.org/10.1016/j.progpolymsci.2016.03.001,Thermal conductivity of polymer-based composites: Fundamentals and applications,2016,1847,0.0,0.0,0.0,0.8403083151085173,0.0,0.0,0.0,0.0,0.0,0.126
https://openalex.org/W2559686099,https://doi.org/10.1038/ncomms13651,11.4% Efficiency non-fullerene polymer solar cells with trialkylsilyl substituted 2D-conjugated polymer as donor,2016,968,0.16666666666666666,0.16666666666666666,0.0,0.7154181573419193,0.125,0.0,0.4,0.0,0.0,0.1569
https://openalex.org/W3013324035,https://doi.org/10.1038/s41467-020-15316-7,3D printing of conducting polymers,2020,866,0.0,0.0,0.0,0.6939015798345264,0.375,0.0,0.0,0.0,0.0,0.1978
https://openalex.org/W2089016218,https://doi.org/10.1201/9780138745493,Nonlinear Optics of Organic Molecules and Polymers,2020,1073,0.16666666666666666,0.0,0.0,0.7353204016499749,0.25,0.0,0.0,0.0,0.0,0.2228
https://openalex.org/W571842627,https://doi.org/10.1201/9780203738986,Specific Interactions and the Miscibility of Polymer Blends,2017,937,0.3333333333333333,0.0,0.0,0.709128202122615,0.375,0.0,0.0,0.0,0.0,0.3001
https://openalex.org/W2781415225,https://doi.org/10.1016/j.nanoen.2017.12.037,PEO/garnet composite electrolytes for solid-state lithium batteries: From “ceramic-in-polymer” to “polymer-in-ceramic”,2017,1292,0.0,0.0,0.0,0.7712198694148661,0.0,0.0,0.0,0.0,0.0,0.1157
https://openalex.org/W1981934547,https://doi.org/10.1038/nphoton.2015.6,Single-junction polymer solar cells with high efficiency and photovoltage,2015,1643,0.0,0.0,0.0,0.8176801669938536,0.0,0.0,0.0,0.0,0.0,0.1227
https://openalex.org/W4319863737,https://doi.org/10.1515/9783110713268,Physical Chemistry of Polymers,2023,817,0.0,0.0,0.0,0.682647320092474,0.25,0.0,0.0,0.0,0.0,0.1649
https://openalex.org/W2571051306,https://doi.org/10.1126/science.aah4496,Highly stretchable polymer semiconductor films through the nanoconfinement effect,2017,1094,0.0,0.0,0.5,0.7390664347199206,0.25,0.0,0.4,0.0,0.0,0.2084
https://openalex.org/W2794619529,https://doi.org/10.1038/s41467-018-03207-x,A low cost and high performance polymer donor material for polymer solar cells,2018,758,0.16666666666666666,0.0,0.0,0.6681655594549155,0.125,0.0,0.2,0.0,0.0,0.1615
https://openalex.org/W2771577010,https://doi.org/10.1016/j.addma.2017.12.002,Mechanical characterization of 3D-printed polymers,2017,1244,0.0,0.0,0.0,0.7639017464710127,0.0,0.0,0.0,0.0,0.0,0.1146
https://openalex.org/W1992769383,https://doi.org/10.1007/s12274-014-0644-3,"The photoluminescence mechanism in carbon dots (graphene quantum dots, carbon nanodots, and polymer dots): current state and future perspective",2015,2550,0.0,0.0,0.0,0.9026729470746524,0.0,0.0,0.0,0.0,0.0,0.1354
https://openalex.org/W2346393626,https://doi.org/10.1038/nmat4638,Polymer nanofilms with enhanced microporosity by interfacial polymerization,2016,750,0.0,0.0,0.0,0.6661157410097144,0.0,0.0,0.0,0.0,0.0,0.0999
https://openalex.org/W2519831124,https://doi.org/10.1038/srep31110,Multimaterial 4D Printing with Tailorable Shape Memory Polymers,2016,1014,0.16666666666666666,0.0,0.0,0.7243902199688609,0.375,0.25,0.2,0.0,0.0,0.2574
https://openalex.org/W2963909807,https://doi.org/10.1016/j.mser.2018.06.002,Thermal conductivity of polymers and polymer nanocomposites,2018,773,0.0,0.0,0.0,0.6719513907623307,0.0,0.0,0.0,0.0,0.0,0.1008
https://openalex.org/W2889784985,https://doi.org/10.3389/fchem.2018.00407,Synthetic Polymer Contamination in Bottled Water,2018,896,0.0,0.16666666666666666,0.0,0.7004821396840999,0.25,0.0,0.2,0.0,0.0,0.1559
https://openalex.org/W1922922125,https://doi.org/10.1002/adma.201502110,A Large‐Bandgap Conjugated Polymer for Versatile Photovoltaic Applications with High Performance,2015,1105,0.16666666666666666,0.0,0.0,0.7410000699588062,0.25,0.0,0.2,0.0,0.0,0.2037
https://openalex.org/W2794942920,https://doi.org/10.1039/c7ee03640j,CdS-Based photocatalysts,2018,1552,0.16666666666666666,0.0,0.0,0.8066644091398912,0.0,0.25,0.0,0.0,0.0,0.196
https://openalex.org/W2902386805,https://doi.org/10.1021/acs.jpclett.8b02892,How To Correctly Determine the Band Gap Energy of Modified Semiconductor Photocatalysts Based on UV–Vis Spectra,2018,3880,0.16666666666666666,0.0,0.0,0.9838459196580872,0.0,0.0,0.0,0.0,0.0,0.1976
https://openalex.org/W2759147296,https://doi.org/10.1002/aenm.201701503,g‐C<sub>3</sub>N<sub>4</sub>‐Based Heterostructured Photocatalysts,2017,2329,0.3333333333333333,0.0,0.25,0.8851430728337549,0.0,0.25,0.2,0.0,0.0,0.2753
https://openalex.org/W2900199409,https://doi.org/10.1016/j.apcatb.2018.11.011,Ultrathin 2D/2D WO3/g-C3N4 step-scheme H2-production photocatalyst,2018,2451,0.0,0.0,0.0,0.8950159288539931,0.0,0.0,0.0,0.0,0.0,0.1343
https://openalex.org/W2136661114,https://doi.org/10.1002/aenm.201500010,CdS/Graphene Nanocomposite Photocatalysts,2015,810,0.3333333333333333,0.0,0.25,0.6809847578146692,0.125,0.25,0.0,0.0,0.0,0.2959
https://openalex.org/W1978761857,https://doi.org/10.1016/j.jscs.2015.04.003,Metal oxides as photocatalysts,2015,621,0.0,0.0,0.0,0.6296571152242477,0.0,0.0,0.0,0.0,0.0,0.0944
https://openalex.org/W2803107202,https://doi.org/10.1016/j.mattod.2018.04.008,"Direct Z-scheme photocatalysts: Principles, synthesis, and applications",2018,1447,0.0,0.0,0.0,0.7931219070860699,0.0,0.0,0.0,0.0,0.0,0.119
https://openalex.org/W2043885009,https://doi.org/10.1021/ja511552k,Tunable Organic Photocatalysts for Visible-Light-Driven Hydrogen Evolution,2015,847,0.0,0.0,0.0,0.6896150530743529,0.25,0.0,0.0,0.0,0.0,0.1659
https://openalex.org/W2786488721,https://doi.org/10.1021/acscatal.7b03437,Role of Interfaces in Two-Dimensional Photocatalyst for Water Splitting,2018,909,0.16666666666666666,0.0,0.0,0.7032656381493126,0.0,0.0,0.0,0.0,0.0,0.1555
https://openalex.org/W1840479564,https://doi.org/10.1016/j.jphotochemrev.2015.08.003,Visible-light activation of TiO2 photocatalysts: Advances in theory and experiments,2015,1316,0.0,0.0,0.0,0.7747776672713222,0.0,0.0,0.0,0.0,0.0,0.1162
https://openalex.org/W2475331696,https://doi.org/10.1039/c6ta04414j,MXene: a promising photocatalyst for water splitting,2016,683,0.0,0.0,0.0,0.6480382949914917,0.0,0.0,0.0,0.0,0.0,0.0972
https://openalex.org/W1971141096,https://doi.org/10.1002/adfm.201401636,State‐of‐the‐Art Progress in Diverse Heterostructured Photocatalysts toward Promoting Photocatalytic Performance,2015,832,0.16666666666666666,0.0,0.5,0.6861625556242192,0.0,0.0,0.0,0.0,0.0,0.2279
https://openalex.org/W2299133078,https://doi.org/10.1039/c6ee00383d,CO<sub>2</sub> photo-reduction: insights into CO<sub>2</sub> activation and reaction on surfaces of photocatalysts,2016,1800,0.16666666666666666,0.0,0.0,0.835324679198443,0.0,0.0,0.0,0.0,0.0,0.1753
https://openalex.org/W2763525349,https://doi.org/10.1021/acscatal.7b02662,Photocatalytic Water Splitting: Quantitative Approaches toward Photocatalyst by Design,2017,871,0.16666666666666666,0.0,0.5,0.6950140027145449,0.0,0.0,0.2,0.0,0.0,0.2093
https://openalex.org/W2343203850,https://doi.org/10.1021/jacs.6b02692,Single Atom (Pd/Pt) Supported on Graphitic Carbon Nitride as an Efficient Photocatalyst for Visible-Light Reduction of Carbon Dioxide,2016,1137,0.0,0.0,0.75,0.7465177290057973,0.0,0.0,0.0,0.0,0.0,0.2245
https://openalex.org/W2297655526,https://doi.org/10.1038/nmat4589,Scalable water splitting on particulate photocatalyst sheets with a solar-to-hydrogen energy conversion efficiency exceeding 1%,2016,1513,0.0,0.0,0.0,0.8017443249488039,0.0,0.0,0.0,0.0,0.0,0.1203
https://openalex.org/W2921484027,https://doi.org/10.1038/s41929-019-0242-6,Reaction systems for solar hydrogen production via water splitting with particulate semiconductor photocatalysts,2019,1363,0.0,0.0,0.0,0.7815610111471044,0.0,0.0,0.0,0.0,0.0,0.1172
https://openalex.org/W2590347746,https://doi.org/10.1186/s11671-017-1904-4,Preparation of ZnO Photocatalyst for the Efficient and Rapid Photocatalytic Degradation of Azo Dyes,2017,698,0.3333333333333333,0.16666666666666666,0.0,0.6522347676988841,0.0,0.25,0.0,0.0,0.0,0.2312
https://openalex.org/W2252309043,https://doi.org/10.1039/c5ee03732h,2D phosphorene as a water splitting photocatalyst: fundamentals to applications,2016,592,0.0,0.0,0.0,0.6204207200441784,0.0,0.0,0.0,0.0,0.0,0.0931
https://openalex.org/W2752901269,https://doi.org/10.1021/jacs.7b08416,Metal-Free Photocatalyst for H<sub>2</sub> Evolution in Visible to Near-Infrared Region: Black Phosphorus/Graphitic Carbon Nitride,2017,991,0.3333333333333333,0.0,0.0,0.719956198719286,0.0,0.0,0.0,0.0,0.0,0.208
https://openalex.org/W2340212768,https://doi.org/10.1038/ncomms12165,Rational design of carbon nitride photocatalysts by identification of cyanamide defects as catalytically relevant sites,2016,745,0.0,0.0,0.5,0.664823486332906,0.125,0.0,0.2,0.0,0.0,0.186
https://openalex.org/W2799704254,https://doi.org/10.1039/c8nh00062j,Review on nanoscale Bi-based photocatalysts,2018,487,0.16666666666666666,0.0,0.25,0.5827214166740283,0.0,0.0,0.0,0.0,0.0,0.1749
https://openalex.org/W2906944547,https://doi.org/10.1002/cctc.201802024,Review on Metal Sulphide‐based Z‐scheme Photocatalysts,2019,523,0.16666666666666666,0.0,0.0,0.596490453918226,0.0,0.0,0.0,0.0,0.0,0.1395
https://openalex.org/W3146710439,https://doi.org/10.1002/adfm.202100919,Oxygen Vacant Semiconductor Photocatalysts,2021,462,0.0,0.0,0.25,0.572548210239581,0.0,0.0,0.0,0.0,0.0,0.1234
https://openalex.org/W2198501733,https://doi.org/10.1002/aenm.201501974,Layered Double Hydroxide Nanostructured Photocatalysts for Renewable Energy Production,2015,448,0.0,0.0,0.0,0.5666084952243742,0.0,0.0,0.0,0.0,0.0,0.085
https://openalex.org/W2146028353,https://doi.org/10.1002/smll.201500926,A Hierarchical Z-Scheme CdS-WO<sub>3</sub>Photocatalyst with Enhanced CO<sub>2</sub>Reduction Activity,2015,758,0.16666666666666666,0.16666666666666666,0.75,0.6681655594549155,0.0,0.0,0.0,0.0,0.0,0.2711
https://openalex.org/W2759485485,https://doi.org/10.1002/adma.201703828,Layered‐Double‐Hydroxide Nanosheets as Efficient Visible‐Light‐Driven Photocatalysts for Dinitrogen Fixation,2017,641,0.0,0.16666666666666666,0.25,0.6357794554852674,0.0,0.0,0.0,0.0,0.0,0.1412
https://openalex.org/W2972939183,https://doi.org/10.1038/s41560-019-0456-5,Current understanding and challenges of solar-driven hydrogen generation using polymeric photocatalysts,2019,901,0.0,0.0,0.0,0.701557460995216,0.0,0.0,0.0,0.0,0.0,0.1052
