volume,replicate,mass,start_time,end_time,aspirate_speed,dispense_speed,aspirate_wait_time,dispense_wait_time,retract_speed,pre_asp_air_vol,post_asp_air_vol,blowout_vol
0.05,1,0.041100000000000136,2025-06-25T20:58:57.246468,2025-06-25T20:59:45.452807,28,11,4.518694253638387,4.909045295789838,4.816584648564458,0.02661179155111313,0.09309877017512919,0.021720928698778154
0.05,2,0.04169999999999874,2025-06-25T20:59:45.452807,2025-06-25T21:00:33.451539,28,11,4.518694253638387,4.909045295789838,4.816584648564458,0.02661179155111313,0.09309877017512919,0.021720928698778154
0.05,0,0.04609999999999914,2025-06-25T21:00:33.572011,2025-06-25T21:01:38.046230,9,18,28.196325413882732,19.334193784743547,9.291254103183746,0.05915641123428941,0.0004328368231654167,0.06947454353794456
0.05,1,0.04579999999999984,2025-06-25T21:01:38.046230,2025-06-25T21:02:41.649504,9,18,28.196325413882732,19.334193784743547,9.291254103183746,0.05915641123428941,0.0004328368231654167,0.06947454353794456
0.05,2,0.04520000000000124,2025-06-25T21:02:41.649798,2025-06-25T21:03:47.043323,9,18,28.196325413882732,19.334193784743547,9.291254103183746,0.05915641123428941,0.0004328368231654167,0.06947454353794456
0.05,0,0.045499999999998764,2025-06-25T21:03:47.157674,2025-06-25T21:04:21.243561,9,10,7.791686682030559,8.329566540196538,1.2084591425955296,0.010416894499212504,0.04387701600790024,0.022366619389504197
0.05,1,0.04589999999999961,2025-06-25T21:04:21.243879,2025-06-25T21:04:57.441922,9,10,7.791686682030559,8.329566540196538,1.2084591425955296,0.010416894499212504,0.04387701600790024,0.022366619389504197
0.05,2,0.04519999999999946,2025-06-25T21:04:57.441922,2025-06-25T21:05:32.041600,9,10,7.791686682030559,8.329566540196538,1.2084591425955296,0.010416894499212504,0.04387701600790024,0.022366619389504197
0.05,0,0.04510000000000147,2025-06-25T21:05:32.157108,2025-06-25T21:06:48.244181,28,18,17.392215561121702,23.677366320043802,12.462720958516002,0.07889730781316757,0.06215459099039436,0.07461529411375523
0.05,1,0.04439999999999955,2025-06-25T21:06:48.244181,2025-06-25T21:08:04.654979,28,18,17.392215561121702,23.677366320043802,12.462720958516002,0.07889730781316757,0.06215459099039436,0.07461529411375523
0.05,2,0.040899999999998826,2025-06-25T21:08:04.654979,2025-06-25T21:09:18.842600,28,18,17.392215561121702,23.677366320043802,12.462720958516002,0.07889730781316757,0.06215459099039436,0.07461529411375523
0.05,0,0.04589999999999961,2025-06-25T21:09:18.959540,2025-06-25T21:09:46.455292,23,17,1.8627624213695526,0.24206768721342087,10.56188852339983,0.05996271958574653,0.010389143880456687,0.07981558395549655
0.05,1,0.04579999999999984,2025-06-25T21:09:46.455292,2025-06-25T21:10:14.851740,23,17,1.8627624213695526,0.24206768721342087,10.56188852339983,0.05996271958574653,0.010389143880456687,0.07981558395549655
0.05,2,0.044800000000000395,2025-06-25T21:10:14.852280,2025-06-25T21:10:44.652210,23,17,1.8627624213695526,0.24206768721342087,10.56188852339983,0.05996271958574653,0.010389143880456687,0.07981558395549655
0.05,0,0.04190000000000005,2025-06-25T21:10:44.766843,2025-06-25T21:11:54.845802,17,25,25.540310153737664,16.76469295285642,7.811558747664094,0.02922645714133978,0.0960300274193287,0.028933918103575706
0.05,1,0.04070000000000107,2025-06-25T21:11:54.845802,2025-06-25T21:13:04.652723,17,25,25.540310153737664,16.76469295285642,7.811558747664094,0.02922645714133978,0.0960300274193287,0.028933918103575706
0.05,2,0.044299999999999784,2025-06-25T21:13:04.652723,2025-06-25T21:14:15.658347,17,25,25.540310153737664,16.76469295285642,7.811558747664094,0.02922645714133978,0.0960300274193287,0.028933918103575706
0.05,0,0.04610000000000092,2025-06-25T21:14:15.785282,2025-06-25T21:15:13.857535,13,13,21.335389371961355,20.8092440944165,5.689117526635528,0.023372895922511818,0.020333248376846316,0.09451421387493611
0.05,1,0.04490000000000016,2025-06-25T21:15:13.857535,2025-06-25T21:16:12.248094,13,13,21.335389371961355,20.8092440944165,5.689117526635528,0.023372895922511818,0.020333248376846316,0.09451421387493611
0.05,2,0.04520000000000124,2025-06-25T21:16:12.248094,2025-06-25T21:17:12.254426,13,13,21.335389371961355,20.8092440944165,5.689117526635528,0.023372895922511818,0.020333248376846316,0.09451421387493611
0.05,0,0.041100000000000136,2025-06-25T21:17:12.370381,2025-06-25T21:18:11.652610,20,29,11.262449724599719,7.096118330955505,8.433037307113409,0.09082847889512778,0.085649140086025,0.046760587673634293
0.05,1,0.04129999999999967,2025-06-25T21:18:11.652610,2025-06-25T21:19:08.652742,20,29,11.262449724599719,7.096118330955505,8.433037307113409,0.09082847889512778,0.085649140086025,0.046760587673634293
0.05,2,0.0409000000000006,2025-06-25T21:19:08.652742,2025-06-25T21:20:06.260065,20,29,11.262449724599719,7.096118330955505,8.433037307113409,0.09082847889512778,0.085649140086025,0.046760587673634293
0.05,0,0.04519999999999946,2025-06-25T21:20:06.390079,2025-06-25T21:21:30.456922,25,6,29.483488434925675,28.662653993815184,14.598641188815236,0.07226306879892945,0.03702090894803405,0.001912052556872368
0.05,1,0.045700000000000074,2025-06-25T21:21:30.456922,2025-06-25T21:22:53.454695,25,6,29.483488434925675,28.662653993815184,14.598641188815236,0.07226306879892945,0.03702090894803405,0.001912052556872368
0.05,2,0.04499999999999993,2025-06-25T21:22:53.454695,2025-06-25T21:24:16.660207,25,6,29.483488434925675,28.662653993815184,14.598641188815236,0.07226306879892945,0.03702090894803405,0.001912052556872368
0.05,0,0.044800000000000395,2025-06-25T21:24:16.790341,2025-06-25T21:25:01.860640,5,22,5.333528146147728,14.242537328973413,3.350787490606308,0.04206333160400391,0.06934906169772148,0.05103266341611743
0.05,1,0.04560000000000031,2025-06-25T21:25:01.860640,2025-06-25T21:25:47.460859,5,22,5.333528146147728,14.242537328973413,3.350787490606308,0.04206333160400391,0.06934906169772148,0.05103266341611743
0.05,2,0.046200000000000685,2025-06-25T21:25:47.461314,2025-06-25T21:26:30.854151,5,22,5.333528146147728,14.242537328973413,3.350787490606308,0.04206333160400391,0.06934906169772148,0.05103266341611743
0.05,0,0.04550000000000054,2025-06-25T21:26:30.982748,2025-06-25T21:27:17.061777,6,15,27.073830664157867,4.439927972853184,12.221906946972013,0.035232304222881795,0.013488782942295075,0.09290904710069299
0.05,1,0.04560000000000031,2025-06-25T21:27:17.061777,2025-06-25T21:28:03.060963,6,15,27.073830664157867,4.439927972853184,12.221906946972013,0.035232304222881795,0.013488782942295075,0.09290904710069299
0.05,2,0.045300000000001006,2025-06-25T21:28:03.060963,2025-06-25T21:28:49.652325,6,15,27.073830664157867,4.439927972853184,12.221906946972013,0.035232304222881795,0.013488782942295075,0.09290904710069299
0.05,0,0.010300000000000864,2025-06-25T21:30:52.558529,2025-06-25T21:32:14.852772,26,26,5.751005569472909,19.803261375054717,2.717135950922966,0.05366385532543064,0.08038119366392493,0.042030421458184725
0.05,1,0.03560000000000052,2025-06-25T21:32:14.852772,2025-06-25T21:33:18.647729,26,26,5.751005569472909,19.803261375054717,2.717135950922966,0.05366385532543064,0.08038119366392493,0.042030421458184725
0.05,2,0.034000000000000696,2025-06-25T21:33:18.647729,2025-06-25T21:34:20.060359,26,26,5.751005569472909,19.803261375054717,2.717135950922966,0.05366385532543064,0.08038119366392493,0.042030421458184725
0.1,0,0.09180000000000099,2025-06-25T21:34:20.196310,2025-06-25T21:35:14.262100,18,9,19.995047030970454,11.356120007112622,6.257712295278907,0.08480557091534138,0.028228179272264245,0.00968188876286149
0.1,1,0.0926999999999989,2025-06-25T21:35:14.262100,2025-06-25T21:36:09.455702,18,9,19.995047030970454,11.356120007112622,6.257712295278907,0.08480557091534138,0.028228179272264245,0.00968188876286149
0.1,2,0.0931999999999995,2025-06-25T21:36:09.456071,2025-06-25T21:37:06.455360,18,9,19.995047030970454,11.356120007112622,6.257712295278907,0.08480557091534138,0.028228179272264245,0.00968188876286149
0.1,0,0.09059999999999846,2025-06-25T21:37:06.590044,2025-06-25T21:38:11.449478,11,20,14.594972413033247,27.887011785060167,10.75860444828868,0.004020493943244219,0.0652542270720005,0.0619275001809001
0.1,1,0.0970999999999993,2025-06-25T21:38:11.449478,2025-06-25T21:39:17.051620,11,20,14.594972413033247,27.887011785060167,10.75860444828868,0.004020493943244219,0.0652542270720005,0.0619275001809001
0.1,2,0.09469999999999956,2025-06-25T21:39:17.051878,2025-06-25T21:40:25.659485,11,20,14.594972413033247,27.887011785060167,10.75860444828868,0.004020493943244219,0.0652542270720005,0.0619275001809001
0.1,0,0.09490000000000087,2025-06-25T21:40:25.790976,2025-06-25T21:41:13.257605,16,5,2.280238950625062,24.77296879515052,9.490854434669018,0.04816693104803563,0.04017128050327301,0.014621319435536862
0.1,1,0.09500000000000064,2025-06-25T21:41:13.257605,2025-06-25T21:42:00.264352,16,5,2.280238950625062,24.77296879515052,9.490854434669018,0.04816693104803563,0.04017128050327301,0.014621319435536862
0.1,2,0.09549999999999947,2025-06-25T21:42:00.264724,2025-06-25T21:42:48.662354,16,5,2.280238950625062,24.77296879515052,9.490854434669018,0.04816693104803563,0.04017128050327301,0.014621319435536862
0.1,0,0.09450000000000003,2025-06-25T21:44:04.891887,2025-06-25T21:45:19.053313,22,24,23.130653277039528,11.071775341406465,4.997226664796472,0.06567133190110326,0.0537479086779058,0.06374499360099435
0.1,1,0.09299999999999997,2025-06-25T21:45:19.053990,2025-06-25T21:46:27.261993,22,24,23.130653277039528,11.071775341406465,4.997226664796472,0.06567133190110326,0.0537479086779058,0.06374499360099435
0.1,2,0.09370000000000012,2025-06-25T21:46:27.261993,2025-06-25T21:47:34.062785,22,24,23.130653277039528,11.071775341406465,4.997226664796472,0.06567133190110326,0.0537479086779058,0.06374499360099435
0.1,0,0.09720000000000084,2025-06-25T21:47:34.205808,2025-06-25T21:48:55.652838,30,11,11.124210264533758,17.622802359983325,3.9714200980961323,0.09702961463481188,0.004732098337262869,0.08144528102129699
0.1,1,0.09779999999999944,2025-06-25T21:48:55.652838,2025-06-25T21:50:17.867328,30,11,11.124210264533758,17.622802359983325,3.9714200980961323,0.09702961463481188,0.004732098337262869,0.08144528102129699
0.1,2,0.09710000000000107,2025-06-25T21:50:17.867328,2025-06-25T21:51:42.464228,30,11,11.124210264533758,17.622802359983325,3.9714200980961323,0.09702961463481188,0.004732098337262869,0.08144528102129699
0.1,0,0.09799999999999898,2025-06-25T21:51:42.605050,2025-06-25T21:52:35.466309,11,30,16.05187232606113,3.2218848913908005,13.46892817132175,0.016878743004053832,0.08879951462149621,0.03368861461058259
0.1,1,0.09730000000000061,2025-06-25T21:52:35.466309,2025-06-25T21:53:29.253089,11,30,16.05187232606113,3.2218848913908005,13.46892817132175,0.016878743004053832,0.08879951462149621,0.03368861461058259
0.1,2,0.09759999999999991,2025-06-25T21:53:29.253089,2025-06-25T21:54:24.062052,11,30,16.05187232606113,3.2218848913908005,13.46892817132175,0.016878743004053832,0.08879951462149621,0.03368861461058259
0.1,0,0.09720000000000084,2025-06-25T21:54:24.192755,2025-06-25T21:55:18.855266,10,6,25.30123494565487,14.7486521769315,6.107487650588155,0.006098839547485114,0.011973383091390134,0.04264925923198462
0.1,1,0.09759999999999991,2025-06-25T21:55:18.855266,2025-06-25T21:56:16.255474,10,6,25.30123494565487,14.7486521769315,6.107487650588155,0.006098839547485114,0.011973383091390134,0.04264925923198462
0.1,2,0.0970999999999993,2025-06-25T21:56:16.255474,2025-06-25T21:57:11.464584,10,6,25.30123494565487,14.7486521769315,6.107487650588155,0.006098839547485114,0.011973383091390134,0.04264925923198462
